1 graphs. These are undirected weighted graphs; all are reachable from vertex 0.

** G1: |V| = 200
(u, v) E = { 
      (106, 145, 0.95897)
      (106, 148, 0.40798)
      (106, 151, 0.90479)
      (106, 154, 0.80481)
      (106, 160, 0.72043)
      (106, 163, 0.57812)
      (106, 165, 0.55946)
      (106, 168, 0.81777)
      (106, 169, 0.37629)
      (106, 170, 0.04536)
      (106, 172, 0.90612)
      (106, 174, 0.44942)
      (106, 178, 0.76665)
      (106, 180, 0.21351)
      (106, 181, 0.42147)
      (106, 182, 0.32452)
      (106, 187, 0.28352)
      (106, 189, 0.15959)
      (106, 191, 0.66241)
      (106, 197, 0.10836)
      (107,  2, 0.43539)
      (107,  5, 0.29693)
      (107,  7, 0.63478)
      (107, 15, 0.42944)
      (107, 18, 0.72707)
      (107, 19, 0.10175)
      (107, 20, 0.30596)
      (107, 24, 0.89084)
      (107, 26, 0.13182)
      (107, 28, 0.64656)
      (107, 31, 0.91065)
      (107, 32, 0.62474)
      (107, 33, 0.05292)
      (107, 34, 0.29172)
      (107, 37, 0.27248)
      (107, 41, 0.89638)
      (107, 43, 0.65891)
      (107, 44, 0.10549)
      (107, 48, 0.59470)
      (107, 49, 0.08827)
      (107, 50, 0.75504)
      (107, 52, 0.27573)
      (107, 53, 0.39875)
      (107, 54, 0.10555)
      (107, 58, 0.29123)
      (107, 61, 0.22149)
      (107, 62, 0.63592)
      (107, 63, 0.65683)
      (107, 66, 0.95823)
      (107, 68, 0.81639)
      (107, 71, 0.28461)
      (107, 74, 0.83816)
      (107, 75, 0.48708)
      (107, 77, 0.16325)
      (107, 85, 0.77474)
      (107, 86, 0.51945)
      (107, 88, 0.03912)
      (107, 89, 0.28623)
      (107, 91, 0.96731)
      (107, 93, 0.32758)
      (107, 94, 0.08393)
      (107, 98, 0.21710)
      (107, 100, 0.95187)
      (107, 101, 0.44490)
      (107, 102, 0.62766)
      (107, 104, 0.54275)
      (107, 109, 0.70962)
      (107, 110, 0.84120)
      (107, 112, 0.89670)
      (107, 114, 0.82766)
      (107, 116, 0.70893)
      (107, 117, 0.47302)
      (107, 119, 0.11214)
      (107, 121, 0.92682)
      (107, 122, 0.19019)
      (107, 124, 0.08246)
      (107, 125, 0.94082)
      (107, 126, 0.48071)
      (107, 127, 0.69956)
      (107, 131, 0.98776)
      (107, 132, 0.86143)
      (107, 134, 0.56823)
      (107, 136, 0.04059)
      (107, 140, 0.66315)
      (107, 142, 0.32622)
      (107, 144, 0.77566)
      (107, 147, 0.63156)
      (107, 149, 0.03239)
      (107, 150, 0.33918)
      (107, 151, 0.21663)
      (107, 154, 0.45294)
      (107, 158, 0.15145)
      (107, 159, 0.70253)
      (107, 160, 0.01809)
      (107, 162, 0.23680)
      (107, 163, 0.23756)
      (107, 167, 0.38033)
      (107, 170, 0.77249)
      (107, 171, 0.21260)
      (107, 173, 0.97570)
      (107, 175, 0.46531)
      (107, 180, 0.27128)
      (107, 184, 0.16767)
      (107, 185, 0.88609)
      (107, 187, 0.78425)
      (107, 189, 0.93957)
      (107, 194, 0.77969)
      (107, 195, 0.31536)
      (107, 196, 0.58597)
      (108,  3, 0.83727)
      (108,  5, 0.05793)
      (108, 11, 0.46582)
      (108, 12, 0.01170)
      (108, 13, 0.90845)
      (108, 16, 0.61796)
      (108, 17, 0.71943)
      (108, 18, 0.52633)
      (108, 19, 0.71613)
      (108, 20, 0.76302)
      (108, 22, 0.26951)
      (108, 24, 0.21055)
      (108, 26, 0.59377)
      (108, 29, 0.43071)
      (108, 31, 0.18173)
      (108, 35, 0.39303)
      (108, 36, 0.02773)
      (108, 38, 0.15923)
      (108, 39, 0.33423)
      (108, 41, 0.14468)
      (108, 43, 0.04863)
      (108, 46, 0.48337)
      (108, 47, 0.09246)
      (108, 48, 0.80253)
      (108, 51, 0.49385)
      (108, 53, 0.73819)
      (108, 54, 0.36116)
      (108, 57, 0.76736)
      (108, 62, 0.56535)
      (108, 63, 0.50062)
      (108, 67, 0.87358)
      (108, 68, 0.91854)
      (108, 71, 0.40610)
      (108, 72, 0.79247)
      (108, 81, 0.67523)
      (108, 83, 0.46396)
      (108, 84, 0.21334)
      (108, 85, 0.69511)
      (108, 87, 0.72775)
      (108, 88, 0.93098)
      (108, 92, 0.16389)
      (108, 99, 0.85269)
      (108, 100, 0.07282)
      (108, 101, 0.86158)
      (108, 103, 0.73496)
      (108, 105, 0.02161)
      (108, 107, 0.44455)
      (108, 111, 0.94735)
      (108, 113, 0.63089)
      (108, 117, 0.35068)
      (108, 119, 0.67686)
      (108, 120, 0.44456)
      (108, 123, 0.26786)
      (108, 124, 0.04221)
      (108, 126, 0.82366)
      (108, 128, 0.55339)
      (108, 129, 0.24640)
      (108, 133, 0.87984)
      (108, 134, 0.57765)
      (108, 136, 0.40084)
      (108, 137, 0.74585)
      (108, 140, 0.89196)
      (108, 146, 0.61663)
      (108, 148, 0.37183)
      (108, 152, 0.01584)
      (108, 155, 0.78017)
      (108, 156, 0.68478)
      (108, 157, 0.80543)
      (108, 159, 0.17859)
      (108, 160, 0.26535)
      (108, 163, 0.04612)
      (108, 167, 0.10868)
      (108, 168, 0.31102)
      (108, 169, 0.13574)
      (108, 171, 0.19414)
      (108, 173, 0.38204)
      (108, 175, 0.61326)
      (108, 176, 0.21730)
      (108, 178, 0.60183)
      (108, 179, 0.19559)
      (108, 181, 0.50412)
      (108, 184, 0.47284)
      (108, 188, 0.31963)
      (108, 190, 0.82064)
      (108, 193, 0.11961)
      (108, 196, 0.00767)
      (109,  1, 0.60770)
      (109,  7, 0.69702)
      (109,  8, 0.17616)
      (109,  9, 0.07175)
      (109, 10, 0.66500)
      (109, 13, 0.84262)
      (109, 14, 0.64314)
      (109, 15, 0.08737)
      (109, 21, 0.33034)
      (109, 22, 0.80334)
      (109, 23, 0.88586)
      (109, 24, 0.61043)
      (109, 25, 0.25111)
      (109, 26, 0.01790)
      (109, 30, 0.99138)
      (109, 34, 0.47889)
      (109, 35, 0.74701)
      (109, 38, 0.91512)
      (109, 39, 0.87390)
      (109, 42, 0.53381)
      (109, 46, 0.99513)
      (109, 47, 0.65037)
      (109, 50, 0.32912)
      (109, 52, 0.10309)
      (109, 54, 0.84866)
      (109, 56, 0.87639)
      (109, 57, 0.77953)
      (109, 60, 0.55682)
      (109, 66, 0.77254)
      (109, 67, 0.54998)
      (109, 68, 0.38357)
      (109, 70, 0.49177)
      (109, 75, 0.37803)
      (109, 79, 0.14467)
      (109, 81, 0.25541)
      (109, 85, 0.15425)
      (109, 87, 0.80067)
      (109, 89, 0.67462)
      (109, 90, 0.20878)
      (109, 92, 0.61504)
      (109, 95, 0.27473)
      (109, 96, 0.19292)
      (109, 100, 0.75866)
      (109, 102, 0.81195)
      (109, 103, 0.68398)
      (109, 105, 0.99864)
      (109, 112, 0.20759)
      (109, 114, 0.66894)
      (109, 115, 0.63559)
      (109, 116, 0.14099)
      (109, 119, 0.79931)
      (109, 120, 0.73544)
      (109, 122, 0.70988)
      (109, 125, 0.52182)
      (109, 128, 0.59799)
      (109, 129, 0.97943)
      (109, 131, 0.16180)
      (109, 132, 0.47761)
      (109, 135, 0.44142)
      (109, 139, 0.80857)
      (109, 140, 0.61703)
      (109, 143, 0.71276)
      (109, 144, 0.98294)
      (109, 145, 0.93807)
      (109, 147, 0.37423)
      (109, 148, 0.41148)
      (109, 149, 0.25378)
      (109, 153, 0.18002)
      (109, 156, 0.30294)
      (109, 157, 0.49428)
      (109, 159, 0.00080)
      (109, 160, 0.04372)
      (109, 161, 0.60549)
      (109, 163, 0.49477)
      (109, 164, 0.38003)
      (109, 165, 0.73133)
      (109, 166, 0.58847)
      (109, 168, 0.75956)
      (109, 169, 0.71065)
      (109, 171, 0.66276)
      (109, 175, 0.04065)
      (109, 177, 0.60747)
      (109, 179, 0.99243)
      (109, 181, 0.72413)
      (109, 183, 0.88189)
      (109, 184, 0.45529)
      (109, 185, 0.04432)
      (109, 188, 0.09900)
      (109, 192, 0.91909)
      (110,  1, 0.55028)
      (110,  3, 0.94082)
      (110,  4, 0.96658)
      (110,  7, 0.34073)
      (110, 11, 0.72316)
      (110, 13, 0.39076)
      (110, 19, 0.41480)
      (110, 22, 0.15081)
      (110, 24, 0.48947)
      (110, 25, 0.90303)
      (110, 28, 0.41119)
      (110, 30, 0.30258)
      (110, 32, 0.32277)
      (110, 33, 0.32530)
      (110, 38, 0.20995)
      (110, 40, 0.77756)
      (110, 41, 0.17783)
      (110, 42, 0.90808)
      (110, 43, 0.08045)
      (110, 44, 0.57596)
      (110, 46, 0.95021)
      (110, 48, 0.27739)
      (110, 49, 0.85400)
      (110, 50, 0.74544)
      (110, 52, 0.50686)
      (110, 55, 0.96036)
      (110, 58, 0.77464)
      (110, 60, 0.43314)
      (110, 63, 0.44409)
      (110, 65, 0.23600)
      (110, 66, 0.42583)
      (110, 72, 0.32270)
      (110, 74, 0.03136)
      (110, 77, 0.34949)
      (110, 79, 0.60656)
      (110, 83, 0.37220)
      (110, 85, 0.73646)
      (110, 90, 0.98614)
      (110, 94, 0.16396)
      (110, 95, 0.68217)
      (110, 98, 0.09633)
      (110, 100, 0.16616)
      (110, 101, 0.52414)
      (110, 102, 0.85011)
      (110, 107, 0.39127)
      (110, 111, 0.81087)
      (110, 117, 0.56209)
      (110, 118, 0.32352)
      (110, 121, 0.47393)
      (110, 122, 0.39487)
      (110, 127, 0.48144)
      (110, 128, 0.97235)
      (110, 129, 0.58122)
      (110, 130, 0.31710)
      (110, 131, 0.99749)
      (110, 133, 0.52233)
      (110, 136, 0.33844)
      (110, 137, 0.92430)
      (110, 138, 0.60692)
      (110, 139, 0.41460)
      (110, 140, 0.18476)
      (110, 141, 0.29974)
      (110, 143, 0.95434)
      (110, 150, 0.00859)
      (110, 155, 0.65437)
      (110, 156, 0.59166)
      (110, 160, 0.37180)
      (110, 161, 0.06228)
      (110, 164, 0.16356)
      (110, 172, 0.87765)
      (110, 173, 0.13471)
      (110, 176, 0.04194)
      (110, 179, 0.37546)
      (110, 180, 0.43796)
      (110, 181, 0.19440)
      (110, 184, 0.54141)
      (110, 185, 0.08589)
      (110, 188, 0.47561)
      (110, 189, 0.89764)
      (110, 191, 0.41100)
      (110, 192, 0.27893)
      (110, 194, 0.31866)
      (110, 198, 0.05110)
      (110, 199, 0.89607)
      (111,  2, 0.50899)
      (111,  5, 0.82143)
      (111,  6, 0.13053)
      (111,  7, 0.00123)
      (111,  8, 0.38825)
      (111,  9, 0.66565)
      (111, 11, 0.77421)
      (111, 15, 0.29118)
      (111, 17, 0.45968)
      (111, 19, 0.06318)
      (111, 20, 0.73843)
      (111, 21, 0.32563)
      (111, 22, 0.28817)
      (111, 23, 0.84442)
      (111, 24, 0.98644)
      (111, 25, 0.68068)
      (111, 27, 0.99870)
      (111, 28, 0.94478)
      (111, 30, 0.07321)
      (111, 31, 0.73358)
      (111, 32, 0.90242)
      (111, 33, 0.52531)
      (111, 34, 0.89080)
      (111, 37, 0.22435)
      (111, 39, 0.62404)
      (111, 40, 0.39852)
      (111, 42, 0.70457)
      (111, 43, 0.86259)
      (111, 47, 0.56127)
      (111, 49, 0.87948)
      (111, 50, 0.11512)
      (111, 53, 0.35440)
      (111, 54, 0.09049)
      (111, 58, 0.81440)
      (111, 59, 0.05854)
      (111, 61, 0.83320)
      (111, 62, 0.42663)
      (111, 66, 0.85593)
      (111, 67, 0.37175)
      (111, 68, 0.22754)
      (111, 69, 0.10416)
      (111, 70, 0.53538)
      (111, 75, 0.95677)
      (111, 76, 0.01733)
      (111, 80, 0.30982)
      (111, 81, 0.16738)
      (111, 82, 0.31627)
      (111, 84, 0.21933)
      (111, 92, 0.25533)
      (111, 93, 0.91245)
      (111, 94, 0.82995)
      (111, 95, 0.25232)
      (111, 97, 0.60045)
      (111, 98, 0.17123)
      (111, 100, 0.17408)
      (111, 102, 0.67790)
      (111, 105, 0.61914)
      (111, 114, 0.27702)
      (111, 117, 0.74439)
      (111, 118, 0.10692)
      (111, 121, 0.42848)
      (111, 122, 0.20406)
      (111, 123, 0.51730)
      (111, 126, 0.27700)
      (111, 127, 0.51836)
      (111, 132, 0.40708)
      (111, 133, 0.51805)
      (111, 134, 0.43401)
      (111, 135, 0.36903)
      (111, 137, 0.83359)
      (111, 140, 0.66752)
      (111, 141, 0.84382)
      (111, 144, 0.03158)
      (111, 147, 0.15438)
      (111, 148, 0.66302)
      (111, 150, 0.50748)
      (111, 151, 0.02101)
      (111, 152, 0.05472)
      (111, 154, 0.49317)
      (111, 160, 0.45408)
      (111, 161, 0.81250)
      (111, 165, 0.77893)
      (111, 166, 0.41753)
      (111, 167, 0.30480)
      (111, 170, 0.78006)
      (111, 171, 0.95948)
      (111, 173, 0.80747)
      (111, 175, 0.96757)
      (111, 178, 0.01900)
      (111, 180, 0.81614)
      (111, 183, 0.01020)
      (111, 187, 0.31133)
      (111, 188, 0.67127)
      (111, 189, 0.60788)
      (111, 190, 0.04388)
      (111, 191, 0.50190)
      (111, 193, 0.21303)
      (111, 195, 0.99273)
      (111, 196, 0.86147)
      (111, 197, 0.73287)
      (112,  1, 0.64069)
      (112,  4, 0.43305)
      (112,  5, 0.03352)
      (112,  6, 0.76125)
      (112,  7, 0.69973)
      (112, 12, 0.64383)
      (112, 15, 0.07260)
      (112, 16, 0.64778)
      (112, 26, 0.81256)
      (112, 31, 0.11663)
      (112, 33, 0.75068)
      (112, 34, 0.18958)
      (112, 36, 0.42363)
      (112, 38, 0.12562)
      (112, 41, 0.19010)
      (112, 48, 0.25660)
      (112, 50, 0.92061)
      (112, 51, 0.97425)
      (112, 54, 0.87310)
      (112, 57, 0.59342)
      (112, 58, 0.36266)
      (112, 66, 0.72687)
      (112, 68, 0.33377)
      (112, 69, 0.11487)
      (112, 71, 0.26568)
      (112, 73, 0.40746)
      (112, 74, 0.11012)
      (112, 75, 0.33609)
      (112, 79, 0.07038)
      (112, 86, 0.93873)
      (112, 87, 0.20960)
      (112, 88, 0.01464)
      (112, 90, 0.27395)
      (112, 91, 0.70959)
      (112, 92, 0.81481)
      (112, 96, 0.35870)
      (112, 97, 0.01588)
      (112, 98, 0.10575)
      (112, 99, 0.06291)
      (112, 100, 0.56982)
      (112, 101, 0.56291)
      (112, 102, 0.13355)
      (112, 107, 0.03604)
      (112, 108, 0.07434)
      (112, 110, 0.85965)
      (112, 111, 0.22137)
      (112, 113, 0.81263)
      (112, 116, 0.48189)
      (112, 118, 0.41511)
      (112, 120, 0.72591)
      (112, 123, 0.93990)
      (112, 124, 0.71846)
      (112, 128, 0.53110)
      (112, 130, 0.20328)
      (112, 134, 0.49382)
      (112, 135, 0.61203)
      (112, 136, 0.75562)
      (112, 137, 0.53589)
      (112, 143, 0.86772)
      (112, 144, 0.57008)
      (112, 145, 0.64110)
      (112, 149, 0.75389)
      (112, 150, 0.86762)
      (112, 151, 0.27380)
      (112, 153, 0.06555)
      (112, 159, 0.57715)
      (112, 160, 0.17620)
      (112, 161, 0.78722)
      (112, 162, 0.85088)
      (112, 164, 0.14800)
      (112, 165, 0.38515)
      (112, 166, 0.77658)
      (112, 167, 0.19213)
      (112, 170, 0.84042)
      (112, 172, 0.04888)
      (112, 173, 0.21412)
      (112, 175, 0.85328)
      (112, 177, 0.92460)
      (112, 179, 0.58520)
      (112, 182, 0.08883)
      (112, 183, 0.48544)
      (112, 187, 0.59341)
      (112, 188, 0.44314)
      (112, 189, 0.13337)
      (112, 192, 0.49594)
      (112, 193, 0.53325)
      (112, 196, 0.43224)
      (112, 199, 0.22971)
      (113,  1, 0.03229)
      (113,  3, 0.24072)
      (113,  6, 0.83327)
      (113, 11, 0.37615)
      (113, 13, 0.97444)
      (113, 14, 0.19352)
      (113, 17, 0.57865)
      (113, 20, 0.27007)
      (113, 23, 0.90482)
      (113, 24, 0.56059)
      (113, 25, 0.28401)
      (113, 27, 0.25908)
      (113, 28, 0.19533)
      (113, 35, 0.29960)
      (113, 41, 0.79025)
      (113, 46, 0.17752)
      (113, 47, 0.35215)
      (113, 48, 0.46687)
      (113, 50, 0.23442)
      (113, 51, 0.85393)
      (113, 53, 0.14296)
      (113, 54, 0.53122)
      (113, 56, 0.87355)
      (113, 60, 0.10096)
      (113, 62, 0.54165)
      (113, 63, 0.53740)
      (113, 64, 0.95250)
      (113, 66, 0.38744)
      (113, 69, 0.45597)
      (113, 70, 0.70764)
      (113, 73, 0.89478)
      (113, 78, 0.42712)
      (113, 82, 0.54583)
      (113, 83, 0.37618)
      (113, 84, 0.42132)
      (113, 85, 0.11028)
      (113, 93, 0.00935)
      (113, 96, 0.24639)
      (113, 102, 0.90986)
      (113, 103, 0.17726)
      (113, 106, 0.81122)
      (113, 110, 0.00833)
      (113, 111, 0.74550)
      (113, 112, 0.59439)
      (113, 118, 0.63754)
      (113, 121, 0.52880)
      (113, 125, 0.02871)
      (113, 128, 0.52130)
      (113, 130, 0.77013)
      (113, 134, 0.60652)
      (113, 137, 0.17581)
      (113, 138, 0.16595)
      (113, 139, 0.42882)
      (113, 141, 0.37608)
      (113, 142, 0.18840)
      (113, 143, 0.58547)
      (113, 146, 0.95176)
      (113, 147, 0.05027)
      (113, 148, 0.21818)
      (113, 149, 0.23380)
      (113, 150, 0.04151)
      (113, 152, 0.43232)
      (113, 154, 0.51585)
      (113, 157, 0.02985)
      (113, 159, 0.40171)
      (113, 161, 0.24437)
      (113, 163, 0.04916)
      (113, 165, 0.09977)
      (113, 167, 0.97417)
      (113, 169, 0.35654)
      (113, 173, 0.97843)
      (113, 174, 0.90758)
      (113, 175, 0.15171)
      (113, 177, 0.88927)
      (113, 178, 0.19130)
      (113, 179, 0.68788)
      (113, 181, 0.89499)
      (113, 182, 0.52295)
      (113, 184, 0.65120)
      (113, 185, 0.98421)
      (113, 186, 0.15548)
      (113, 187, 0.98263)
      (113, 188, 0.86844)
      (113, 191, 0.11204)
      (113, 192, 0.13233)
      (113, 193, 0.63425)
      (113, 194, 0.03406)
      (113, 195, 0.13321)
      (113, 197, 0.79831)
      (113, 199, 0.28365)
      (114,  1, 0.07815)
      (114,  5, 0.14753)
      (114,  6, 0.36850)
      (114,  7, 0.74974)
      (114,  8, 0.67029)
      (114,  9, 0.49301)
      (114, 10, 0.16107)
      (114, 13, 0.20915)
      (114, 16, 0.70379)
      (114, 20, 0.34039)
      (114, 23, 0.34106)
      (114, 29, 0.08646)
      (114, 30, 0.62924)
      (114, 34, 0.81770)
      (114, 35, 0.05322)
      (114, 36, 0.21641)
      (114, 37, 0.03153)
      (114, 38, 0.43552)
      (114, 39, 0.87833)
      (114, 40, 0.74121)
      (114, 42, 0.30688)
      (114, 43, 0.47851)
      (114, 44, 0.84047)
      (114, 45, 0.78875)
      (114, 47, 0.57839)
      (114, 51, 0.34285)
      (114, 52, 0.80286)
      (114, 56, 0.75486)
      (114, 57, 0.16072)
      (114, 60, 0.23449)
      (114, 61, 0.15399)
      (114, 64, 0.44087)
      (114, 65, 0.38945)
      (114, 66, 0.00373)
      (114, 68, 0.67406)
      (114, 69, 0.70010)
      (114, 77, 0.47927)
      (114, 81, 0.82609)
      (114, 84, 0.99004)
      (114, 85, 0.10479)
      (114, 88, 0.67584)
      (114, 89, 0.95789)
      (114, 91, 0.51427)
      (114, 94, 0.67400)
      (114, 95, 0.95914)
      (114, 97, 0.41082)
      (114, 100, 0.13805)
      (114, 103, 0.75074)
      (114, 105, 0.39362)
      (114, 107, 0.51781)
      (114, 111, 0.74753)
      (114, 112, 0.07714)
      (114, 113, 0.93929)
      (114, 118, 0.21851)
      (114, 119, 0.99714)
      (114, 121, 0.67711)
      (114, 125, 0.13530)
      (114, 128, 0.17174)
      (114, 129, 0.87396)
      (114, 130, 0.35294)
      (114, 131, 0.14580)
      (114, 132, 0.04219)
      (114, 139, 0.38405)
      (114, 142, 0.68735)
      (114, 145, 0.63398)
      (114, 146, 0.05780)
      (114, 148, 0.10720)
      (114, 150, 0.62988)
      (114, 156, 0.10495)
      (114, 157, 0.30795)
      (114, 159, 0.11369)
      (114, 161, 0.34817)
      (114, 163, 0.33095)
      (114, 167, 0.26451)
      (114, 168, 0.72576)
      (114, 169, 0.01424)
      (114, 171, 0.87226)
      (114, 172, 0.37511)
      (114, 173, 0.51644)
      (114, 174, 0.15766)
      (114, 176, 0.13594)
      (114, 180, 0.64878)
      (114, 181, 0.63408)
      (114, 182, 0.61931)
      (114, 184, 0.85384)
      (114, 188, 0.61270)
      (114, 191, 0.54451)
      (114, 193, 0.88046)
      (114, 195, 0.40314)
      (114, 197, 0.52884)
      (114, 198, 0.20179)
      (114, 199, 0.02157)
      (115,  1, 0.59150)
      (115,  4, 0.01993)
      (115,  9, 0.79416)
      (115, 12, 0.00987)
      (115, 13, 0.50643)
      (115, 15, 0.33888)
      (115, 16, 0.11445)
      (115, 17, 0.83271)
      (115, 18, 0.08739)
      (115, 19, 0.15797)
      (115, 20, 0.43900)
      (115, 22, 0.78078)
      (115, 23, 0.57304)
      (115, 24, 0.02434)
      (115, 26, 0.30572)
      (115, 27, 0.12081)
      (115, 28, 0.40282)
      (115, 29, 0.73125)
      (115, 32, 0.65738)
      (115, 34, 0.49337)
      (115, 36, 0.74365)
      (115, 38, 0.44387)
      (115, 40, 0.36680)
      (115, 43, 0.96869)
      (115, 45, 0.86963)
      (115, 47, 0.74325)
      (115, 49, 0.49046)
      (115, 54, 0.35549)
      (115, 58, 0.05053)
      (115, 59, 0.83125)
      (115, 60, 0.46537)
      (115, 62, 0.86651)
      (115, 64, 0.46433)
      (115, 66, 0.99226)
      (115, 68, 0.56643)
      (115, 70, 0.57405)
      (115, 72, 0.92651)
      (115, 75, 0.98398)
      (115, 76, 0.74703)
      (115, 78, 0.77697)
      (115, 79, 0.04194)
      (115, 80, 0.02262)
      (115, 82, 0.39381)
      (115, 86, 0.81246)
      (115, 87, 0.42186)
      (115, 90, 0.15168)
      (115, 91, 0.12016)
      (115, 92, 0.38142)
      (115, 94, 0.70309)
      (115, 95, 0.00721)
      (115, 97, 0.78431)
      (115, 98, 0.26819)
      (115, 99, 0.12495)
      (115, 104, 0.34068)
      (115, 105, 0.54162)
      (115, 106, 0.68389)
      (115, 109, 0.81318)
      (115, 111, 0.73514)
      (115, 113, 0.73080)
      (115, 116, 0.19807)
      (115, 117, 0.86488)
      (115, 118, 0.12998)
      (115, 119, 0.57467)
      (115, 121, 0.37984)
      (115, 124, 0.96963)
      (115, 130, 0.81939)
      (115, 131, 0.64864)
      (115, 132, 0.73404)
      (115, 133, 0.62134)
      (115, 134, 0.05746)
      (115, 135, 0.80852)
      (115, 141, 0.24487)
      (115, 142, 0.72373)
      (115, 143, 0.40402)
      (115, 146, 0.69837)
      (115, 148, 0.50018)
      (115, 150, 0.22756)
      (115, 152, 0.10623)
      (115, 154, 0.37085)
      (115, 156, 0.97921)
      (115, 162, 0.63329)
      (115, 163, 0.47741)
      (115, 164, 0.82755)
      (115, 165, 0.87445)
      (115, 166, 0.41134)
      (115, 167, 0.96548)
      (115, 172, 0.15162)
      (115, 173, 0.00639)
      (115, 176, 0.73886)
      (115, 178, 0.93994)
      (115, 186, 0.84405)
      (115, 193, 0.06623)
      (115, 195, 0.46704)
      (115, 199, 0.15151)
      (116,  2, 0.64123)
      (116,  3, 0.89243)
      (116,  6, 0.85292)
      (116,  7, 0.44460)
      (116, 14, 0.91951)
      (116, 15, 0.98552)
      (116, 17, 0.70316)
      (116, 20, 0.06222)
      (116, 21, 0.90541)
      (116, 22, 0.20723)
      (116, 24, 0.59086)
      (116, 25, 0.35311)
      (116, 28, 0.53406)
      (116, 29, 0.09042)
      (116, 38, 0.66671)
      (116, 39, 0.13185)
      (116, 43, 0.21361)
      (116, 51, 0.97369)
      (116, 57, 0.39064)
      (116, 58, 0.90496)
      (116, 66, 0.02011)
      (116, 68, 0.57643)
      (116, 72, 0.33007)
      (116, 74, 0.04202)
      (116, 78, 0.18350)
      (116, 79, 0.56989)
      (116, 88, 0.49927)
      (116, 91, 0.68444)
      (116, 92, 0.41641)
      (116, 93, 0.60152)
      (116, 96, 0.65223)
      (116, 98, 0.48237)
      (116, 99, 0.73247)
      (116, 102, 0.16304)
      (116, 103, 0.12551)
      (116, 104, 0.78191)
      (116, 105, 0.75396)
      (116, 106, 0.58616)
      (116, 111, 0.13535)
      (116, 112, 0.47406)
      (116, 114, 0.05226)
      (116, 117, 0.64534)
      (116, 123, 0.88058)
      (116, 127, 0.47476)
      (116, 128, 0.43097)
      (116, 130, 0.18433)
      (116, 136, 0.20464)
      (116, 139, 0.29789)
      (116, 141, 0.09631)
      (116, 142, 0.48589)
      (116, 145, 0.46648)
      (116, 147, 0.68113)
      (116, 159, 0.19408)
      (116, 160, 0.23565)
      (116, 164, 0.81014)
      (116, 166, 0.98064)
      (116, 169, 0.23745)
      (116, 176, 0.41432)
      (116, 177, 0.40500)
      (116, 182, 0.01724)
      (116, 184, 0.90224)
      (116, 185, 0.19293)
      (116, 186, 0.55454)
      (116, 192, 0.66588)
      (116, 193, 0.59517)
      (116, 194, 0.31572)
      (116, 195, 0.99131)
      (116, 198, 0.13981)
      (116, 199, 0.99895)
      (117,  1, 0.58940)
      (117,  6, 0.06810)
      (117,  7, 0.16139)
      (117,  8, 0.96606)
      (117,  9, 0.13110)
      (117, 10, 0.07395)
      (117, 17, 0.21609)
      (117, 20, 0.65998)
      (117, 22, 0.51620)
      (117, 23, 0.63521)
      (117, 26, 0.79623)
      (117, 27, 0.19163)
      (117, 30, 0.18744)
      (117, 32, 0.52093)
      (117, 36, 0.11379)
      (117, 37, 0.04259)
      (117, 38, 0.62195)
      (117, 40, 0.79532)
      (117, 41, 0.64914)
      (117, 47, 0.36576)
      (117, 49, 0.23060)
      (117, 50, 0.42853)
      (117, 51, 0.36737)
      (117, 53, 0.15179)
      (117, 57, 0.46792)
      (117, 58, 0.70736)
      (117, 63, 0.93158)
      (117, 65, 0.62644)
      (117, 66, 0.56644)
      (117, 67, 0.30148)
      (117, 69, 0.53412)
      (117, 73, 0.24423)
      (117, 76, 0.19051)
      (117, 77, 0.80711)
      (117, 78, 0.90683)
      (117, 81, 0.33328)
      (117, 82, 0.48093)
      (117, 83, 0.27883)
      (117, 84, 0.88080)
      (117, 86, 0.60886)
      (117, 87, 0.41416)
      (117, 88, 0.65404)
      (117, 90, 0.09807)
      (117, 92, 0.48652)
      (117, 94, 0.12600)
      (117, 97, 0.11475)
      (117, 98, 0.91005)
      (117, 99, 0.85224)
      (117, 104, 0.41722)
      (117, 105, 0.82514)
      (117, 110, 0.98706)
      (117, 111, 0.31250)
      (117, 112, 0.96391)
      (117, 113, 0.33939)
      (117, 116, 0.26258)
      (117, 120, 0.63910)
      (117, 121, 0.63772)
      (117, 128, 0.81044)
      (117, 129, 0.45108)
      (117, 131, 0.74765)
      (117, 138, 0.12462)
      (117, 139, 0.33852)
      (117, 141, 0.54943)
      (117, 142, 0.70975)
      (117, 145, 0.47296)
      (117, 148, 0.24005)
      (117, 149, 0.37069)
      (117, 150, 0.29276)
      (117, 152, 0.52794)
      (117, 153, 0.30494)
      (117, 159, 0.36562)
      (117, 160, 0.57576)
      (117, 162, 0.79586)
      (117, 164, 0.03284)
      (117, 165, 0.19753)
      (117, 166, 0.01033)
      (117, 167, 0.14299)
      (117, 168, 0.96915)
      (117, 169, 0.30250)
      (117, 171, 0.56308)
      (117, 174, 0.63601)
      (117, 175, 0.02578)
      (117, 176, 0.15941)
      (117, 177, 0.42213)
      (117, 180, 0.18900)
      (117, 181, 0.80731)
      (117, 182, 0.45391)
      (117, 186, 0.63919)
      (117, 187, 0.50474)
      (117, 189, 0.41543)
      (117, 191, 0.36812)
      (117, 193, 0.05212)
      (117, 195, 0.24834)
      (117, 197, 0.59253)
      (118,  1, 0.41196)
