1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (503, 887, 0.17916)
      (503, 923, 0.64926)
      (503, 941, 0.42751)
      (503, 953, 0.42317)
      (503, 954, 0.40929)
      (503, 968, 0.77324)
      (503, 974, 0.69718)
      (503, 983, 0.93416)
      (503, 985, 0.79743)
      (503, 986, 0.99165)
      (504, 18, 0.10591)
      (504, 19, 0.80369)
      (504, 23, 0.51403)
      (504, 31, 0.89425)
      (504, 61, 0.30445)
      (504, 64, 0.62557)
      (504, 83, 0.68597)
      (504, 91, 0.12325)
      (504, 124, 0.51828)
      (504, 160, 0.43452)
      (504, 164, 0.54278)
      (504, 175, 0.16622)
      (504, 193, 0.23434)
      (504, 196, 0.63413)
      (504, 200, 0.24692)
      (504, 203, 0.17475)
      (504, 231, 0.76312)
      (504, 235, 0.23366)
      (504, 243, 0.59591)
      (504, 245, 0.00958)
      (504, 250, 0.73467)
      (504, 278, 0.41846)
      (504, 295, 0.82727)
      (504, 307, 0.71386)
      (504, 332, 0.66090)
      (504, 338, 0.05923)
      (504, 340, 0.49335)
      (504, 375, 0.56768)
      (504, 385, 0.26393)
      (504, 409, 0.83816)
      (504, 428, 0.04039)
      (504, 443, 0.28271)
      (504, 481, 0.81676)
      (504, 518, 0.14810)
      (504, 532, 0.10535)
      (504, 553, 0.27638)
      (504, 560, 0.07660)
      (504, 581, 0.68135)
      (504, 624, 0.93878)
      (504, 635, 0.04826)
      (504, 643, 0.66171)
      (504, 708, 0.63578)
      (504, 728, 0.30716)
      (504, 751, 0.83983)
      (504, 755, 0.05937)
      (504, 765, 0.99383)
      (504, 769, 0.41518)
      (504, 797, 0.30927)
      (504, 835, 0.24838)
      (504, 839, 0.30129)
      (504, 889, 0.80830)
      (504, 964, 0.04752)
      (505,  4, 0.66403)
      (505,  8, 0.23019)
      (505, 11, 0.37999)
      (505, 21, 0.40365)
      (505, 22, 0.50975)
      (505, 53, 0.27490)
      (505, 56, 0.48461)
      (505, 74, 0.78311)
      (505, 75, 0.05474)
      (505, 94, 0.71346)
      (505, 100, 0.52683)
      (505, 101, 0.67823)
      (505, 142, 0.93735)
      (505, 150, 0.51389)
      (505, 155, 0.66285)
      (505, 158, 0.83738)
      (505, 159, 0.89473)
      (505, 170, 0.55044)
      (505, 182, 0.27843)
      (505, 194, 0.31623)
      (505, 258, 0.47752)
      (505, 285, 0.65514)
      (505, 346, 0.83875)
      (505, 369, 0.60539)
      (505, 382, 0.59218)
      (505, 426, 0.88939)
      (505, 428, 0.12006)
      (505, 432, 0.87223)
      (505, 442, 0.31859)
      (505, 448, 0.67315)
      (505, 457, 0.76457)
      (505, 462, 0.71433)
      (505, 497, 0.28636)
      (505, 515, 0.63370)
      (505, 521, 0.63600)
      (505, 573, 0.98562)
      (505, 614, 0.93824)
      (505, 637, 0.86908)
      (505, 656, 0.95709)
      (505, 660, 0.34663)
      (505, 664, 0.83777)
      (505, 684, 0.03662)
      (505, 701, 0.85943)
      (505, 707, 0.56123)
      (505, 715, 0.14772)
      (505, 746, 0.95167)
      (505, 753, 0.37969)
      (505, 773, 0.26002)
      (505, 782, 0.51125)
      (505, 783, 0.79197)
      (505, 800, 0.73180)
      (505, 802, 0.97002)
      (505, 828, 0.56262)
      (505, 850, 0.45955)
      (505, 866, 0.52120)
      (505, 873, 0.15263)
      (505, 880, 0.34261)
      (505, 915, 0.88930)
      (505, 925, 0.24373)
      (505, 968, 0.05744)
      (505, 971, 0.74511)
      (505, 972, 0.72458)
      (505, 978, 0.91206)
      (505, 981, 0.81113)
      (505, 984, 0.13847)
      (505, 998, 0.90213)
      (506,  2, 0.40953)
      (506,  6, 0.15137)
      (506, 32, 0.05346)
      (506, 49, 0.95010)
      (506, 70, 0.37702)
      (506, 80, 0.48589)
      (506, 84, 0.30927)
      (506, 87, 0.61830)
      (506, 120, 0.49516)
      (506, 148, 0.83882)
      (506, 149, 0.88412)
      (506, 198, 0.61576)
      (506, 199, 0.75030)
      (506, 220, 0.98602)
      (506, 231, 0.62924)
      (506, 259, 0.31353)
      (506, 274, 0.43957)
      (506, 275, 0.87398)
      (506, 281, 0.48513)
      (506, 290, 0.91463)
      (506, 296, 0.48195)
      (506, 319, 0.61739)
      (506, 327, 0.13703)
      (506, 370, 0.81859)
      (506, 372, 0.84809)
      (506, 383, 0.15992)
      (506, 387, 0.03159)
      (506, 396, 0.44914)
      (506, 399, 0.49622)
      (506, 447, 0.32911)
      (506, 536, 0.58980)
      (506, 597, 0.40236)
      (506, 642, 0.43554)
      (506, 763, 0.75611)
      (506, 768, 0.77782)
      (506, 789, 0.18545)
      (506, 833, 0.18679)
      (506, 851, 0.20229)
      (506, 861, 0.06140)
      (506, 862, 0.67209)
      (506, 873, 0.89769)
      (506, 889, 0.94303)
      (506, 892, 0.57195)
      (506, 910, 0.90998)
      (506, 911, 0.76497)
      (506, 918, 0.26820)
      (506, 938, 0.68921)
      (506, 949, 0.40312)
      (506, 951, 0.58231)
      (506, 955, 0.66405)
      (506, 975, 0.94414)
      (506, 981, 0.23870)
      (507,  7, 0.27386)
      (507, 11, 0.74678)
      (507, 20, 0.73263)
      (507, 22, 0.04889)
      (507, 34, 0.36113)
      (507, 74, 0.02551)
      (507, 77, 0.38396)
      (507, 91, 0.12960)
      (507, 112, 0.63183)
      (507, 119, 0.73559)
      (507, 121, 0.51973)
      (507, 135, 0.19858)
      (507, 153, 0.97535)
      (507, 171, 0.41152)
      (507, 197, 0.59854)
      (507, 202, 0.50260)
      (507, 232, 0.63763)
      (507, 237, 0.96414)
      (507, 260, 0.34028)
      (507, 291, 0.60805)
      (507, 292, 0.94667)
      (507, 317, 0.27239)
      (507, 328, 0.86842)
      (507, 341, 0.40420)
      (507, 348, 0.81092)
      (507, 375, 0.20722)
      (507, 383, 0.21959)
      (507, 406, 0.62878)
      (507, 408, 0.71488)
      (507, 438, 0.03223)
      (507, 444, 0.99651)
      (507, 449, 0.91028)
      (507, 473, 0.37341)
      (507, 488, 0.24423)
      (507, 510, 0.50220)
      (507, 536, 0.71837)
      (507, 537, 0.61633)
      (507, 540, 0.67722)
      (507, 553, 0.99335)
      (507, 566, 0.01991)
      (507, 643, 0.75467)
      (507, 650, 0.42419)
      (507, 658, 0.44108)
      (507, 734, 0.34770)
      (507, 744, 0.08437)
      (507, 758, 0.60556)
      (507, 797, 0.89196)
      (507, 798, 0.13794)
      (507, 814, 0.27634)
      (507, 879, 0.38984)
      (507, 891, 0.60128)
      (507, 910, 0.48198)
      (507, 923, 0.86657)
      (507, 949, 0.94593)
      (507, 951, 0.94787)
      (507, 967, 0.28286)
      (507, 981, 0.27333)
      (507, 987, 0.39067)
      (508,  5, 0.29302)
      (508,  7, 0.87250)
      (508, 20, 0.65796)
      (508, 23, 0.20128)
      (508, 26, 0.36692)
      (508, 28, 0.91233)
      (508, 42, 0.50739)
      (508, 44, 0.74923)
      (508, 53, 0.81038)
      (508, 63, 0.13364)
      (508, 96, 0.24414)
      (508, 97, 0.69153)
      (508, 102, 0.10251)
      (508, 107, 0.17760)
      (508, 109, 0.26428)
      (508, 111, 0.90259)
      (508, 159, 0.46686)
      (508, 172, 0.22890)
      (508, 231, 0.55760)
      (508, 250, 0.47668)
      (508, 251, 0.53857)
      (508, 260, 0.74102)
      (508, 277, 0.26120)
      (508, 282, 0.58627)
      (508, 290, 0.11339)
      (508, 293, 0.48116)
      (508, 297, 0.00090)
      (508, 328, 0.56888)
      (508, 331, 0.91371)
      (508, 347, 0.98472)
      (508, 351, 0.57431)
      (508, 373, 0.90761)
      (508, 436, 0.65524)
      (508, 450, 0.85920)
      (508, 462, 0.18249)
      (508, 483, 0.39219)
      (508, 505, 0.12604)
      (508, 534, 0.95199)
      (508, 538, 0.08715)
      (508, 539, 0.39707)
      (508, 541, 0.04792)
      (508, 591, 0.27388)
      (508, 602, 0.18012)
      (508, 611, 0.70158)
      (508, 632, 0.74268)
      (508, 640, 0.25671)
      (508, 647, 0.51188)
      (508, 652, 0.19568)
      (508, 707, 0.80842)
      (508, 715, 0.80795)
      (508, 727, 0.48851)
      (508, 740, 0.49212)
      (508, 744, 0.84167)
      (508, 747, 0.14435)
      (508, 763, 0.34970)
      (508, 838, 0.81463)
      (508, 840, 0.46867)
      (508, 842, 0.49384)
      (508, 847, 0.64026)
      (508, 887, 0.21704)
      (508, 900, 0.28635)
      (508, 906, 0.73597)
      (508, 944, 0.98699)
      (508, 975, 0.79562)
      (508, 976, 0.44987)
      (508, 990, 0.37483)
      (509,  1, 0.79522)
      (509, 51, 0.92366)
      (509, 75, 0.64348)
      (509, 91, 0.43064)
      (509, 133, 0.39717)
      (509, 139, 0.55721)
      (509, 175, 0.01931)
      (509, 178, 0.38235)
      (509, 212, 0.04451)
      (509, 231, 0.66541)
      (509, 259, 0.95416)
      (509, 269, 0.57271)
      (509, 315, 0.41137)
      (509, 346, 0.84410)
      (509, 356, 0.09360)
      (509, 375, 0.37844)
      (509, 376, 0.72848)
      (509, 378, 0.77192)
      (509, 399, 0.54780)
      (509, 402, 0.20275)
      (509, 412, 0.92216)
      (509, 417, 0.82142)
      (509, 418, 0.08120)
      (509, 434, 0.59205)
      (509, 456, 0.70091)
      (509, 460, 0.73059)
      (509, 468, 0.34201)
      (509, 522, 0.32471)
      (509, 541, 0.18393)
      (509, 596, 0.02127)
      (509, 624, 0.98890)
      (509, 701, 0.86940)
      (509, 716, 0.38261)
      (509, 717, 0.77843)
      (509, 721, 0.72995)
      (509, 746, 0.34783)
      (509, 764, 0.92793)
      (509, 792, 0.86798)
      (509, 806, 0.17088)
      (509, 809, 0.86816)
      (509, 814, 0.78382)
      (509, 818, 0.28818)
      (509, 837, 0.90321)
      (509, 864, 0.81426)
      (509, 867, 0.84766)
      (509, 870, 0.91146)
      (509, 900, 0.95172)
      (509, 910, 0.37609)
      (509, 920, 0.77164)
      (509, 937, 0.04569)
      (509, 946, 0.90868)
      (509, 950, 0.39367)
      (509, 958, 0.41835)
      (509, 961, 0.66752)
      (509, 982, 0.23990)
      (509, 995, 0.95383)
      (509, 999, 0.75046)
      (510, 30, 0.95761)
      (510, 53, 0.49527)
      (510, 69, 0.40523)
      (510, 81, 0.12405)
      (510, 106, 0.13137)
      (510, 109, 0.46075)
      (510, 119, 0.29126)
      (510, 122, 0.57547)
      (510, 137, 0.92254)
      (510, 209, 0.69283)
      (510, 254, 0.82335)
      (510, 260, 0.14370)
      (510, 295, 0.91064)
      (510, 316, 0.24462)
      (510, 391, 0.54751)
      (510, 412, 0.95413)
      (510, 433, 0.85738)
      (510, 468, 0.50065)
      (510, 476, 0.19460)
      (510, 485, 0.66094)
      (510, 506, 0.58546)
      (510, 524, 0.06500)
      (510, 526, 0.91026)
      (510, 529, 0.35928)
      (510, 550, 0.20841)
      (510, 574, 0.80351)
      (510, 586, 0.09357)
      (510, 592, 0.95382)
      (510, 616, 0.08290)
      (510, 621, 0.60131)
      (510, 628, 0.41108)
      (510, 630, 0.03009)
      (510, 648, 0.06910)
      (510, 664, 0.40764)
      (510, 682, 0.07321)
      (510, 694, 0.01939)
      (510, 696, 0.03824)
      (510, 729, 0.37681)
      (510, 733, 0.95487)
      (510, 754, 0.90140)
      (510, 770, 0.52236)
      (510, 807, 0.98359)
      (510, 818, 0.78071)
      (510, 845, 0.51896)
      (510, 846, 0.84496)
      (510, 852, 0.18131)
      (510, 864, 0.78434)
      (510, 887, 0.95657)
      (510, 914, 0.06420)
      (510, 942, 0.45709)
      (510, 949, 0.01965)
      (510, 974, 0.67138)
      (510, 996, 0.21992)
      (511,  6, 0.65329)
      (511, 54, 0.66559)
      (511, 64, 0.85257)
      (511, 78, 0.94734)
      (511, 82, 0.33933)
      (511, 88, 0.87501)
      (511, 131, 0.81709)
      (511, 154, 0.84787)
      (511, 178, 0.80393)
      (511, 181, 0.21154)
      (511, 187, 0.77454)
      (511, 207, 0.21197)
      (511, 211, 0.53665)
      (511, 215, 0.02127)
      (511, 233, 0.20580)
      (511, 234, 0.52859)
      (511, 254, 0.70625)
      (511, 259, 0.95179)
      (511, 265, 0.07734)
      (511, 273, 0.81941)
      (511, 274, 0.64932)
      (511, 286, 0.66365)
      (511, 301, 0.15537)
      (511, 303, 0.72805)
      (511, 313, 0.57289)
      (511, 320, 0.95191)
      (511, 324, 0.12950)
      (511, 349, 0.86364)
      (511, 365, 0.43071)
      (511, 406, 0.07529)
      (511, 424, 0.17707)
      (511, 433, 0.48078)
      (511, 555, 0.05873)
      (511, 570, 0.19132)
      (511, 594, 0.72521)
      (511, 602, 0.04636)
      (511, 648, 0.80610)
      (511, 655, 0.77827)
      (511, 674, 0.29211)
      (511, 677, 0.29936)
      (511, 694, 0.21141)
      (511, 742, 0.11053)
      (511, 758, 0.65698)
      (511, 786, 0.08799)
      (511, 791, 0.71126)
      (511, 807, 0.26404)
      (511, 810, 0.94865)
      (511, 859, 0.02608)
      (511, 862, 0.81263)
      (511, 892, 0.03861)
      (511, 896, 0.41413)
      (511, 907, 0.98653)
      (511, 936, 0.54249)
      (511, 997, 0.80784)
      (512, 20, 0.69078)
      (512, 22, 0.84286)
      (512, 23, 0.68636)
      (512, 35, 0.68300)
      (512, 40, 0.26729)
      (512, 70, 0.04593)
      (512, 75, 0.48082)
      (512, 79, 0.53526)
      (512, 87, 0.56949)
      (512, 90, 0.86543)
      (512, 136, 0.70580)
      (512, 158, 0.67668)
      (512, 175, 0.17357)
      (512, 188, 0.16332)
      (512, 209, 0.27454)
      (512, 232, 0.98961)
      (512, 274, 0.36811)
      (512, 288, 0.68200)
      (512, 307, 0.49993)
      (512, 313, 0.07741)
      (512, 317, 0.62802)
      (512, 329, 0.57175)
      (512, 339, 0.30749)
      (512, 363, 0.26886)
      (512, 373, 0.63893)
      (512, 378, 0.57035)
      (512, 387, 0.59200)
      (512, 396, 0.27506)
      (512, 398, 0.19688)
      (512, 416, 0.15691)
      (512, 435, 0.10422)
      (512, 571, 0.18853)
      (512, 574, 0.06784)
      (512, 656, 0.82733)
      (512, 660, 0.00183)
      (512, 667, 0.84126)
      (512, 680, 0.55823)
      (512, 732, 0.64062)
      (512, 772, 0.34030)
      (512, 793, 0.18464)
      (512, 807, 0.05873)
      (512, 828, 0.39020)
      (512, 845, 0.40341)
      (512, 862, 0.61017)
      (512, 878, 0.37304)
      (512, 902, 0.44167)
      (512, 905, 0.28224)
      (512, 951, 0.83120)
      (512, 968, 0.73313)
      (512, 998, 0.08894)
      (513,  3, 0.08556)
      (513,  5, 0.84089)
      (513, 21, 0.02028)
      (513, 25, 0.48898)
      (513, 35, 0.48943)
      (513, 47, 0.87466)
      (513, 68, 0.38483)
      (513, 74, 0.94697)
      (513, 81, 0.47215)
      (513, 96, 0.71214)
      (513, 107, 0.46650)
      (513, 108, 0.36636)
      (513, 153, 0.67579)
      (513, 177, 0.56866)
      (513, 182, 0.05507)
      (513, 214, 0.84183)
      (513, 234, 0.57530)
      (513, 269, 0.39122)
      (513, 277, 0.58498)
      (513, 305, 0.92312)
      (513, 309, 0.28249)
      (513, 321, 0.01707)
      (513, 323, 0.03150)
      (513, 340, 0.04243)
      (513, 347, 0.02980)
      (513, 390, 0.16471)
      (513, 401, 0.43511)
      (513, 405, 0.10739)
      (513, 411, 0.97303)
      (513, 413, 0.25138)
      (513, 415, 0.74349)
      (513, 430, 0.84588)
      (513, 432, 0.97013)
      (513, 439, 0.28863)
      (513, 457, 0.77744)
      (513, 462, 0.54237)
      (513, 466, 0.64863)
      (513, 475, 0.31312)
      (513, 484, 0.34905)
      (513, 485, 0.50319)
      (513, 487, 0.78232)
      (513, 519, 0.72089)
      (513, 534, 0.67942)
      (513, 547, 0.71758)
      (513, 561, 0.11057)
      (513, 571, 0.94747)
      (513, 589, 0.76662)
      (513, 595, 0.34907)
      (513, 601, 0.87502)
      (513, 602, 0.54483)
      (513, 603, 0.79723)
      (513, 609, 0.48788)
      (513, 623, 0.32062)
      (513, 629, 0.27055)
      (513, 634, 0.61575)
      (513, 640, 0.06669)
      (513, 649, 0.66660)
      (513, 673, 0.06818)
      (513, 674, 0.84048)
      (513, 685, 0.44406)
      (513, 700, 0.83552)
      (513, 714, 0.51365)
      (513, 717, 0.57207)
      (513, 719, 0.67137)
      (513, 725, 0.58474)
      (513, 735, 0.60730)
      (513, 768, 0.91337)
      (513, 775, 0.33880)
      (513, 796, 0.64396)
      (513, 824, 0.90716)
      (513, 915, 0.95895)
      (513, 925, 0.78269)
      (513, 935, 0.61651)
      (513, 947, 0.14347)
      (513, 950, 0.77201)
      (513, 954, 0.55971)
      (514, 22, 0.32039)
      (514, 29, 0.45699)
      (514, 49, 0.33711)
      (514, 56, 0.16514)
      (514, 58, 0.42810)
      (514, 126, 0.26098)
      (514, 135, 0.10781)
      (514, 143, 0.79770)
      (514, 145, 0.21517)
      (514, 146, 0.62552)
      (514, 162, 0.40730)
      (514, 168, 0.78168)
      (514, 173, 0.30967)
      (514, 223, 0.05410)
      (514, 230, 0.93254)
      (514, 246, 0.20312)
      (514, 248, 0.02537)
      (514, 265, 0.20789)
      (514, 275, 0.64430)
      (514, 278, 0.96942)
      (514, 312, 0.56651)
      (514, 327, 0.62460)
      (514, 386, 0.49190)
      (514, 392, 0.10596)
      (514, 411, 0.41236)
      (514, 451, 0.63243)
      (514, 464, 0.03695)
      (514, 470, 0.70264)
      (514, 482, 0.31893)
      (514, 490, 0.47936)
      (514, 508, 0.94649)
      (514, 516, 0.72275)
      (514, 526, 0.21757)
      (514, 537, 0.02978)
      (514, 538, 0.61866)
      (514, 560, 0.36876)
      (514, 599, 0.47158)
      (514, 627, 0.05546)
      (514, 660, 0.40855)
      (514, 722, 0.07423)
      (514, 727, 0.12078)
      (514, 735, 0.36961)
      (514, 845, 0.90261)
      (514, 869, 0.29070)
      (514, 885, 0.65413)
      (514, 915, 0.18300)
      (514, 918, 0.03803)
      (514, 953, 0.67911)
      (514, 954, 0.56417)
      (514, 966, 0.92790)
      (514, 970, 0.19245)
      (514, 985, 0.25451)
      (515, 12, 0.39085)
      (515, 44, 0.44884)
      (515, 54, 0.72090)
      (515, 85, 0.36698)
      (515, 87, 0.92253)
      (515, 122, 0.78702)
      (515, 129, 0.61173)
      (515, 150, 0.08367)
      (515, 162, 0.19050)
      (515, 200, 0.89254)
      (515, 261, 0.85865)
      (515, 276, 0.20091)
      (515, 297, 0.71310)
      (515, 301, 0.13643)
      (515, 327, 0.63709)
      (515, 385, 0.18349)
      (515, 386, 0.89579)
      (515, 395, 0.61026)
      (515, 419, 0.77342)
      (515, 442, 0.02023)
      (515, 443, 0.48567)
      (515, 470, 0.37538)
      (515, 514, 0.31191)
      (515, 556, 0.26213)
      (515, 584, 0.66683)
      (515, 590, 0.45574)
      (515, 597, 0.11738)
      (515, 602, 0.71698)
      (515, 684, 0.08803)
      (515, 690, 0.84894)
      (515, 723, 0.43235)
      (515, 729, 0.61751)
      (515, 735, 0.74554)
      (515, 737, 0.65125)
      (515, 777, 0.61853)
      (515, 788, 0.86134)
      (515, 842, 0.19980)
      (515, 848, 0.48464)
      (515, 850, 0.68360)
      (515, 857, 0.98423)
      (515, 863, 0.16739)
      (515, 870, 0.73292)
      (515, 912, 0.50874)
      (515, 932, 0.80651)
      (515, 969, 0.14432)
      (515, 974, 0.09644)
      (515, 987, 0.06041)
      (516, 23, 0.51980)
      (516, 51, 0.37304)
      (516, 67, 0.44965)
      (516, 90, 0.33385)
      (516, 126, 0.43515)
      (516, 174, 0.51142)
      (516, 186, 0.52067)
      (516, 204, 0.64473)
      (516, 243, 0.65021)
      (516, 257, 0.68785)
      (516, 263, 0.71372)
      (516, 292, 0.31679)
      (516, 294, 0.59262)
      (516, 295, 0.65505)
      (516, 310, 0.71726)
      (516, 311, 0.55064)
      (516, 329, 0.49276)
      (516, 342, 0.32560)
      (516, 407, 0.20590)
      (516, 438, 0.56134)
      (516, 449, 0.31024)
      (516, 462, 0.03567)
      (516, 476, 0.85901)
      (516, 484, 0.60572)
      (516, 495, 0.80529)
      (516, 500, 0.82187)
      (516, 521, 0.99203)
      (516, 545, 0.32236)
      (516, 571, 0.47452)
      (516, 591, 0.78960)
      (516, 605, 0.19147)
      (516, 664, 0.46635)
      (516, 680, 0.63035)
      (516, 730, 0.77895)
      (516, 732, 0.43663)
      (516, 749, 0.07800)
      (516, 760, 0.16403)
      (516, 805, 0.02169)
      (516, 811, 0.46227)
      (516, 879, 0.77478)
      (516, 881, 0.77174)
      (516, 901, 0.41019)
      (516, 909, 0.05229)
      (516, 913, 0.94946)
      (516, 917, 0.46616)
      (516, 932, 0.84035)
      (516, 941, 0.13238)
      (516, 951, 0.65528)
      (516, 972, 0.16944)
      (516, 980, 0.64177)
      (516, 996, 0.50870)
      (517,  9, 0.07518)
      (517, 21, 0.14815)
      (517, 37, 0.13918)
      (517, 68, 0.82099)
      (517, 102, 0.55615)
      (517, 117, 0.54962)
      (517, 131, 0.72170)
      (517, 164, 0.76764)
      (517, 188, 0.00168)
      (517, 190, 0.48885)
      (517, 201, 0.74764)
      (517, 203, 0.57039)
      (517, 222, 0.26801)
      (517, 260, 0.30227)
      (517, 271, 0.70597)
      (517, 282, 0.34079)
      (517, 289, 0.24639)
      (517, 304, 0.67810)
      (517, 305, 0.73536)
      (517, 342, 0.46293)
      (517, 349, 0.28312)
      (517, 365, 0.88625)
      (517, 402, 0.91293)
      (517, 442, 0.98567)
      (517, 455, 0.84639)
      (517, 496, 0.13568)
      (517, 533, 0.55501)
      (517, 534, 0.76614)
      (517, 551, 0.91433)
      (517, 594, 0.19656)
      (517, 622, 0.52533)
      (517, 624, 0.25006)
      (517, 625, 0.99945)
      (517, 672, 0.13649)
      (517, 687, 0.51442)
      (517, 689, 0.49793)
      (517, 692, 0.34754)
      (517, 697, 0.59577)
      (517, 701, 0.64607)
      (517, 702, 0.69903)
      (517, 710, 0.22527)
      (517, 748, 0.65540)
      (517, 758, 0.56830)
      (517, 776, 0.47649)
      (517, 797, 0.67126)
      (517, 812, 0.48197)
      (517, 826, 0.73264)
      (517, 893, 0.20970)
      (517, 912, 0.36589)
      (517, 913, 0.84689)
      (517, 953, 0.14684)
      (517, 962, 0.10040)
      (517, 975, 0.03047)
      (518,  8, 0.16496)
      (518, 18, 0.19323)
      (518, 47, 0.20774)
      (518, 48, 0.85770)
      (518, 57, 0.28420)
      (518, 116, 0.82306)
      (518, 121, 0.55444)
      (518, 134, 0.22499)
      (518, 146, 0.31814)
      (518, 167, 0.84890)
      (518, 179, 0.76896)
      (518, 212, 0.37261)
      (518, 223, 0.70591)
      (518, 243, 0.66242)
      (518, 300, 0.48544)
      (518, 319, 0.00220)
      (518, 331, 0.57587)
      (518, 333, 0.49321)
      (518, 349, 0.00091)
      (518, 353, 0.19232)
      (518, 364, 0.43236)
      (518, 384, 0.51445)
      (518, 393, 0.60706)
      (518, 432, 0.65397)
      (518, 445, 0.29083)
      (518, 473, 0.74994)
      (518, 484, 0.39102)
      (518, 489, 0.89433)
      (518, 490, 0.76811)
      (518, 519, 0.55637)
      (518, 600, 0.48344)
      (518, 604, 0.84446)
      (518, 627, 0.48746)
      (518, 634, 0.31615)
      (518, 637, 0.78555)
      (518, 672, 0.09368)
      (518, 682, 0.31616)
      (518, 684, 0.67506)
      (518, 689, 0.01476)
      (518, 696, 0.48593)
      (518, 709, 0.40879)
      (518, 714, 0.79101)
      (518, 724, 0.11909)
      (518, 727, 0.82750)
      (518, 743, 0.08255)
      (518, 869, 0.54810)
      (518, 889, 0.88696)
      (518, 919, 0.79926)
      (518, 932, 0.87076)
      (518, 946, 0.56775)
      (518, 965, 0.98562)
      (518, 966, 0.42215)
      (518, 988, 0.87642)
      (519, 28, 0.07782)
      (519, 63, 0.99943)
      (519, 75, 0.28233)
      (519, 76, 0.33164)
      (519, 79, 0.38653)
      (519, 182, 0.09673)
      (519, 230, 0.51028)
      (519, 231, 0.41127)
      (519, 273, 0.28406)
      (519, 291, 0.44769)
      (519, 321, 0.74420)
      (519, 330, 0.73231)
      (519, 341, 0.38634)
      (519, 360, 0.86697)
      (519, 363, 0.87654)
      (519, 379, 0.97710)
      (519, 395, 0.84476)
      (519, 426, 0.47866)
      (519, 449, 0.76403)
      (519, 476, 0.95711)
      (519, 479, 0.38837)
      (519, 484, 0.76484)
      (519, 540, 0.78961)
      (519, 551, 0.37428)
      (519, 609, 0.17386)
      (519, 612, 0.13115)
      (519, 616, 0.73639)
      (519, 624, 0.68360)
      (519, 636, 0.47338)
      (519, 647, 0.85867)
      (519, 650, 0.10540)
      (519, 669, 0.87169)
      (519, 690, 0.72145)
      (519, 695, 0.46606)
      (519, 697, 0.35431)
      (519, 699, 0.55001)
      (519, 704, 0.36132)
      (519, 709, 0.17381)
      (519, 736, 0.31144)
      (519, 741, 0.50091)
      (519, 751, 0.72200)
      (519, 769, 0.59754)
      (519, 789, 0.74879)
      (519, 823, 0.34577)
      (519, 825, 0.42980)
      (519, 834, 0.17397)
      (519, 839, 0.94363)
      (519, 900, 0.79385)
      (519, 920, 0.17333)
      (519, 924, 0.61193)
      (519, 931, 0.66302)
      (519, 933, 0.67403)
      (519, 939, 0.95340)
      (519, 965, 0.37471)
      (519, 966, 0.99530)
      (519, 986, 0.43097)
      (519, 995, 0.01359)
      (520, 57, 0.30810)
      (520, 58, 0.97248)
      (520, 67, 0.89414)
      (520, 72, 0.16981)
      (520, 80, 0.68850)
      (520, 105, 0.25830)
      (520, 117, 0.66934)
      (520, 124, 0.66885)
      (520, 143, 0.59065)
      (520, 147, 0.62120)
      (520, 148, 0.72250)
      (520, 150, 0.40977)
      (520, 158, 0.63877)
      (520, 234, 0.00487)
      (520, 247, 0.91197)
      (520, 256, 0.64509)
      (520, 282, 0.86101)
      (520, 286, 0.69081)
      (520, 290, 0.45889)
      (520, 297, 0.76296)
      (520, 307, 0.33348)
      (520, 320, 0.42526)
      (520, 321, 0.27921)
      (520, 364, 0.77589)
      (520, 383, 0.09062)
      (520, 395, 0.25414)
      (520, 402, 0.89050)
      (520, 406, 0.62798)
      (520, 415, 0.23034)
      (520, 471, 0.95207)
      (520, 472, 0.28803)
      (520, 489, 0.40894)
      (520, 523, 0.48069)
      (520, 527, 0.82011)
      (520, 537, 0.74489)
      (520, 540, 0.59515)
      (520, 583, 0.96046)
      (520, 586, 0.48478)
      (520, 588, 0.09830)
      (520, 597, 0.61619)
      (520, 623, 0.74015)
      (520, 635, 0.89660)
      (520, 639, 0.40088)
      (520, 651, 0.07188)
      (520, 665, 0.36263)
      (520, 669, 0.96091)
      (520, 707, 0.69429)
      (520, 712, 0.66923)
      (520, 713, 0.38237)
      (520, 725, 0.47792)
      (520, 737, 0.10166)
      (520, 743, 0.16731)
      (520, 774, 0.69343)
      (520, 823, 0.32934)
      (520, 849, 0.09520)
      (520, 868, 0.86765)
      (520, 873, 0.40203)
      (520, 880, 0.57779)
      (520, 885, 0.97186)
      (520, 889, 0.09524)
      (520, 900, 0.02693)
      (520, 937, 0.81079)
      (520, 952, 0.90807)
      (520, 973, 0.40689)
      (521, 21, 0.34725)
      (521, 54, 0.39186)
      (521, 80, 0.53911)
      (521, 95, 0.37024)
      (521, 99, 0.75990)
      (521, 128, 0.22422)
      (521, 133, 0.87456)
      (521, 160, 0.49204)
      (521, 161, 0.08722)
      (521, 162, 0.06803)
      (521, 184, 0.43637)
      (521, 214, 0.91467)
      (521, 215, 0.73961)
      (521, 218, 0.34204)
      (521, 263, 0.53216)
      (521, 297, 0.58548)
      (521, 370, 0.87142)
      (521, 377, 0.31330)
      (521, 379, 0.65800)
      (521, 395, 0.33438)
      (521, 409, 0.88844)
      (521, 431, 0.52791)
      (521, 448, 0.21564)
      (521, 452, 0.20549)
      (521, 460, 0.08566)
