1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 10000
(u, v) E = { 
      (5656, 3961, 0.32324)
      (5657, 6114, 0.44889)
      (5658, 4532, 0.63920)
      (5659, 5726, 0.40676)
      (5660, 9165, 0.58934)
      (5661, 2127, 0.82213)
      (5661, 4964, 0.80622)
      (5661, 5563, 0.91485)
      (5662, 5126, 0.47231)
      (5663, 6564, 0.54646)
      (5663, 8058, 0.51982)
      (5664, 8850, 0.85982)
      (5665, 7819, 0.09865)
      (5666, 225, 0.56095)
      (5667, 572, 0.42482)
      (5668, 3647, 0.41598)
      (5669, 5622, 0.38711)
      (5669, 5913, 0.92298)
      (5670, 5367, 0.94900)
      (5671, 915, 0.36632)
      (5671, 1016, 0.16469)
      (5671, 1867, 0.39916)
      (5672, 1636, 0.93643)
      (5672, 6904, 0.58224)
      (5672, 7143, 0.37423)
      (5673, 624, 0.25478)
      (5674, 9314, 0.73530)
      (5675, 2629, 0.71602)
      (5676, 7024, 0.33945)
      (5677, 1759, 0.41991)
      (5678, 3718, 0.90797)
      (5679, 6582, 0.66163)
      (5680, 2639, 0.03090)
      (5681, 2841, 0.18572)
      (5681, 8643, 0.64521)
      (5682, 6497, 0.42864)
      (5682, 7943, 0.47609)
      (5683, 1775, 0.57061)
      (5683, 5514, 0.40808)
      (5684, 8938, 0.86511)
      (5685, 7761, 0.81231)
      (5686, 143, 0.95886)
      (5686, 1627, 0.01118)
      (5687, 2868, 0.98061)
      (5688, 6185, 0.70356)
      (5689, 730, 0.74072)
      (5690, 3724, 0.62865)
      (5691, 2777, 0.37378)
      (5692, 2789, 0.41460)
      (5693, 4581, 0.33517)
      (5694, 7586, 0.07698)
      (5695, 6342, 0.20500)
      (5696, 2301, 0.50818)
      (5697, 1185, 0.31290)
      (5698, 2521, 0.03992)
      (5699, 794, 0.80239)
      (5699, 2756, 0.17230)
      (5700, 5648, 0.39827)
      (5701, 3441, 0.99631)
      (5702, 6926, 0.67563)
      (5703, 8066, 0.87612)
      (5704, 8693, 0.45068)
      (5705, 6917, 0.42202)
      (5706, 4058, 0.32571)
      (5707, 9643, 0.07603)
      (5708, 1887, 0.57925)
      (5709, 2320, 0.19524)
      (5710, 2037, 0.16729)
      (5711, 804, 0.14537)
      (5712, 211, 0.86199)
      (5713, 1395, 0.12277)
      (5714, 4867, 0.53515)
      (5715, 8181, 0.45785)
      (5716, 2385, 0.99005)
      (5717, 8403, 0.45064)
      (5718, 3898, 0.24105)
      (5719, 6433, 0.73408)
      (5719, 9372, 0.20401)
      (5720, 2789, 0.33889)
      (5720, 8231, 0.99049)
      (5721, 8724, 0.63413)
      (5722, 7160, 0.49701)
      (5723, 7069, 0.74218)
      (5724, 4311, 0.48086)
      (5725, 5872, 0.41895)
      (5726, 3424, 0.88580)
      (5727, 825, 0.49473)
      (5728, 6211, 0.43026)
      (5729, 4803, 0.70717)
      (5730, 3854, 0.48872)
      (5731, 7867, 0.29463)
      (5732, 1780, 0.98375)
      (5733, 5495, 0.70266)
      (5734, 5693, 0.05746)
      (5735, 5780, 0.71438)
      (5736, 3233, 0.04657)
      (5737, 6691, 0.06125)
      (5738, 4530, 0.43945)
      (5739, 7895, 0.66255)
      (5740, 5466, 0.29278)
      (5741, 1652, 0.82867)
      (5741, 7008, 0.59134)
      (5742, 677, 0.84742)
      (5743, 2634, 0.93036)
      (5744, 3225, 0.82775)
      (5744, 8128, 0.98217)
      (5745, 8734, 0.38324)
      (5746, 7239, 0.83415)
      (5747, 1192, 0.30991)
      (5748, 198, 0.71954)
      (5748, 6028, 0.05849)
      (5749, 6631, 0.13018)
      (5750, 8763, 0.27091)
      (5751, 9503, 0.91309)
      (5752, 434, 0.27790)
      (5753, 3992, 0.54533)
      (5754, 8396, 0.84745)
      (5754, 9640, 0.31583)
      (5755, 160, 0.40171)
      (5756, 8859, 0.17267)
      (5757, 9118, 0.14220)
      (5758, 4765, 0.19461)
      (5759, 4494, 0.18292)
      (5759, 8480, 0.56108)
      (5760, 3804, 0.94794)
      (5761, 8559, 0.77223)
      (5762, 7500, 0.59782)
      (5763, 6629, 0.42264)
      (5764, 1608, 0.38373)
      (5764, 3194, 0.67086)
      (5764, 4927, 0.85449)
      (5765, 9698, 0.41251)
      (5766, 65, 0.92520)
      (5767, 9520, 0.77638)
      (5768, 5029, 0.56816)
      (5769, 7076, 0.34545)
      (5770, 4687, 0.54313)
      (5771, 4743, 0.94486)
      (5772, 8365, 0.34487)
      (5773, 3579, 0.09871)
      (5774, 1231, 0.92124)
      (5774, 4425, 0.08254)
      (5775, 5932, 0.46322)
      (5776, 8677, 0.81933)
      (5777, 3011, 0.31346)
      (5778, 9673, 0.32765)
      (5779, 2977, 0.24984)
      (5779, 3614, 0.28519)
      (5780, 4406, 0.57355)
      (5781, 858, 0.29047)
      (5782, 3475, 0.00540)
      (5782, 5646, 0.42632)
      (5783, 7094, 0.19024)
      (5784, 6846, 0.62582)
      (5785, 4810, 0.20873)
      (5786, 4663, 0.69376)
      (5787, 7230, 0.70462)
      (5788, 9729, 0.46975)
      (5789, 9681, 0.29896)
      (5790, 8937, 0.59367)
      (5791, 8561, 0.90272)
      (5792, 1627, 0.47593)
      (5793, 5336, 0.89908)
      (5794, 337, 0.06399)
      (5794, 3610, 0.67842)
      (5795, 9628, 0.41838)
      (5796, 4579, 0.85234)
      (5797, 7123, 0.34265)
      (5797, 9246, 0.02905)
      (5798, 3869, 0.90784)
      (5799, 6282, 0.79880)
      (5799, 9495, 0.95135)
      (5800, 1564, 0.06006)
      (5800, 8454, 0.55494)
      (5801, 156, 0.78544)
      (5802, 9679, 0.10077)
      (5803, 7243, 0.10943)
      (5804, 2069, 0.82456)
      (5804, 9524, 0.49094)
      (5805, 5122, 0.66610)
      (5806, 6387, 0.97317)
      (5807, 113, 0.91788)
      (5808, 8564, 0.31845)
      (5809, 2433, 0.16116)
      (5810, 1406, 0.95240)
      (5811, 8647, 0.94994)
      (5812, 7280, 0.17740)
      (5813, 2504, 0.77085)
      (5814, 7594, 0.81366)
      (5815, 1501, 0.73860)
      (5816, 5306, 0.81507)
      (5816, 8361, 0.13893)
      (5817, 8668, 0.22939)
      (5818, 7053, 0.20351)
      (5819, 606, 0.41972)
      (5819, 1861, 0.38255)
      (5820, 3962, 0.58547)
      (5820, 5610, 0.65908)
      (5821, 2262, 0.49605)
      (5822, 3997, 0.98301)
      (5823, 9006, 0.99237)
      (5824, 5256, 0.34494)
      (5825, 1111, 0.91097)
      (5825, 8943, 0.52421)
      (5826, 3377, 0.79798)
      (5827, 1203, 0.01607)
      (5828, 4858, 0.90153)
      (5828, 7039, 0.10337)
      (5829, 3421, 0.55781)
      (5830, 1347, 0.27435)
      (5831, 6496, 0.79523)
      (5832, 6470, 0.47208)
      (5833, 2068, 0.35382)
      (5834, 7868, 0.85611)
      (5835, 1865, 0.18938)
      (5836, 9569, 0.63802)
      (5837, 7832, 0.69012)
      (5838, 8164, 0.11644)
      (5839, 7267, 0.43886)
      (5840, 5401, 0.55295)
      (5840, 6823, 0.59558)
      (5841, 2979, 0.65018)
      (5842, 3397, 0.40372)
      (5842, 7203, 0.88020)
      (5843, 4882, 0.64631)
      (5843, 6586, 0.01264)
      (5844, 4903, 0.99742)
      (5845, 3532, 0.47114)
      (5846, 1232, 0.64004)
      (5847, 5015, 0.49295)
      (5847, 6036, 0.46013)
      (5848, 2704, 0.10069)
      (5849, 1915, 0.72510)
      (5849, 4247, 0.94045)
      (5850, 2604, 0.18472)
      (5851, 1306, 0.82419)
      (5852, 1412, 0.67115)
      (5852, 2300, 0.96582)
      (5853, 5273, 0.66179)
      (5854, 8916, 0.77442)
      (5855, 3958, 0.56769)
      (5856, 4797, 0.94485)
      (5857, 9305, 0.78081)
      (5858, 3326, 0.79718)
      (5859, 3968, 0.14539)
      (5860, 6020, 0.73024)
      (5861, 3539, 0.90249)
      (5862, 2993, 0.39424)
      (5863, 5652, 0.65558)
      (5864, 6365, 0.00834)
      (5865, 4567, 0.33699)
      (5866, 6947, 0.41265)
      (5867, 5792, 0.54172)
      (5868, 4615, 0.41342)
      (5869, 8688, 0.53762)
      (5870, 6748, 0.24699)
      (5871, 5095, 0.81187)
      (5872, 8814, 0.38828)
      (5873, 5891, 0.91351)
      (5874, 216, 0.65132)
      (5875, 6499, 0.61295)
      (5876, 6760, 0.64631)
      (5877, 6627, 0.13952)
      (5878, 9311, 0.21123)
      (5879, 3403, 0.09657)
      (5880, 6162, 0.98363)
      (5881, 3362, 0.45443)
      (5882, 3358, 0.53126)
      (5883, 1843, 0.07441)
      (5884, 5530, 0.71420)
      (5885, 8585, 0.32753)
      (5886, 567, 0.92351)
      (5887, 5291, 0.43387)
      (5888, 1337, 0.85997)
      (5889, 533, 0.32964)
      (5890, 290, 0.24394)
      (5890, 9279, 0.95242)
      (5891, 5077, 0.37753)
      (5892, 3199, 0.38901)
      (5892, 8354, 0.17320)
      (5893, 288, 0.58864)
      (5894, 2571, 0.57025)
      (5894, 7167, 0.73016)
      (5894, 8589, 0.38325)
      (5895, 8390, 0.81379)
      (5896, 5714, 0.79695)
      (5897, 1492, 0.90072)
      (5898, 36, 0.86374)
      (5899, 1925, 0.20821)
      (5900, 957, 0.93141)
      (5901, 7082, 0.02748)
      (5902, 1300, 0.90146)
      (5902, 3718, 0.17223)
      (5902, 7954, 0.99680)
      (5903, 430, 0.50590)
      (5904, 1913, 0.05604)
      (5904, 2027, 0.30881)
      (5905, 8087, 0.90709)
      (5906, 6502, 0.37200)
      (5907, 5916, 0.96850)
      (5908, 4251, 0.11938)
      (5909, 7310, 0.54578)
      (5910, 2061, 0.68059)
      (5910, 3655, 0.82571)
      (5910, 4045, 0.76036)
      (5911, 4050, 0.49402)
      (5912, 2417, 0.74900)
      (5913, 174, 0.53133)
      (5914, 8347, 0.63861)
      (5915, 3819, 0.14138)
      (5915, 5573, 0.27246)
      (5916, 2338, 0.40693)
      (5917, 1927, 0.17343)
      (5918, 3629, 0.87212)
      (5918, 5169, 0.92977)
      (5918, 8130, 0.16165)
      (5919, 4198, 0.89641)
      (5920, 1511, 0.92440)
      (5920, 6047, 0.66514)
      (5921, 1332, 0.19802)
      (5922, 3770, 0.20047)
      (5923, 3437, 0.45924)
      (5923, 9958, 0.76307)
      (5924, 4229, 0.49521)
      (5924, 8195, 0.06303)
      (5925, 2707, 0.81559)
      (5925, 7171, 0.03698)
      (5926, 411, 0.71861)
      (5927, 2869, 0.93612)
      (5928, 4540, 0.50931)
      (5929, 1246, 0.74134)
      (5930, 7317, 0.64787)
      (5931, 9208, 0.61978)
      (5932, 8602, 0.82488)
      (5933, 4710, 0.05866)
      (5933, 6690, 0.55223)
      (5934, 3844, 0.17408)
      (5935, 6037, 0.52816)
      (5936, 1923, 0.78243)
      (5937, 5431, 0.81274)
      (5938, 5535, 0.99597)
      (5939, 8337, 0.67163)
      (5940, 9134, 0.50572)
      (5941, 9354, 0.58721)
      (5942, 3154, 0.86271)
      (5943, 899, 0.29695)
      (5944, 2007, 0.78889)
      (5945, 3471, 0.57166)
      (5946, 4038, 0.69045)
      (5947, 3868, 0.99078)
      (5948, 469, 0.26760)
      (5949, 9489, 0.03559)
      (5950, 5030, 0.59664)
      (5951, 4013, 0.34785)
      (5952, 2287, 0.02115)
      (5953, 308, 0.71229)
      (5954, 9043, 0.12247)
      (5955, 1827, 0.25332)
      (5956, 2049, 0.31716)
      (5957, 7402, 0.60874)
      (5958, 5832, 0.74352)
      (5959, 72, 0.10028)
      (5960, 7912, 0.48002)
      (5961, 7588, 0.05363)
      (5962, 3699, 0.43441)
      (5963, 9340, 0.25483)
      (5964, 3809, 0.98491)
      (5964, 7034, 0.05796)
      (5965, 7800, 0.00555)
      (5966, 6940, 0.10702)
      (5967, 913, 0.82175)
      (5968, 9220, 0.08207)
      (5969, 6750, 0.39533)
      (5970, 9210, 0.36143)
      (5971, 2650, 0.62798)
      (5971, 3781, 0.34955)
      (5971, 6555, 0.05989)
      (5972, 9231, 0.80346)
      (5973, 7430, 0.65525)
      (5974, 3198, 0.15809)
      (5975, 8793, 0.69196)
      (5976, 1362, 0.38235)
      (5976, 5855, 0.77960)
      (5977, 4089, 0.29951)
      (5977, 5026, 0.45313)
      (5978, 5463, 0.87568)
      (5979, 4586, 0.36716)
      (5980, 158, 0.09599)
      (5981, 5738, 0.47373)
      (5982, 2310, 0.20395)
      (5983, 7881, 0.72878)
      (5984, 1475, 0.67293)
      (5985, 2668, 0.20558)
      (5986, 5539, 0.05585)
      (5987, 3050, 0.50565)
      (5988, 4170, 0.62021)
      (5989, 81, 0.85618)
      (5990, 1101, 0.59282)
      (5991, 2568, 0.07029)
      (5991, 5361, 0.06225)
      (5992, 8555, 0.40953)
      (5993, 3398, 0.26551)
      (5994, 165, 0.70482)
      (5995, 2334, 0.11293)
      (5995, 3561, 0.74114)
      (5996, 1455, 0.40497)
      (5997, 8519, 0.65667)
      (5998, 2212, 0.49860)
      (5998, 2352, 0.52366)
      (5999, 9468, 0.78581)
      (6000, 3439, 0.13472)
      (6001, 111, 0.80973)
      (6002, 9998, 0.05860)
      (6003, 9014, 0.41387)
      (6004, 4082, 0.44429)
      (6005, 1443, 0.24782)
      (6005, 9456, 0.73675)
      (6006, 1838, 0.99660)
      (6007, 8588, 0.14578)
      (6008, 2682, 0.11222)
      (6009, 3659, 0.95332)
      (6010, 1503, 0.30642)
      (6011, 2128, 0.85843)
      (6012, 995, 0.58796)
      (6013, 5460, 0.15202)
      (6014, 4588, 0.53515)
      (6014, 5570, 0.84766)
      (6015, 7102, 0.19479)
      (6016, 7064, 0.80893)
      (6017, 4896, 0.26133)
      (6018, 114, 0.00192)
      (6018, 6076, 0.25514)
      (6019, 4830, 0.86836)
      (6020, 5753, 0.76206)
      (6021, 4969, 0.36992)
      (6022, 8125, 0.71146)
      (6023, 1014, 0.01618)
      (6024, 6277, 0.95405)
      (6025, 3209, 0.24405)
      (6026, 8291, 0.73645)
      (6027, 5166, 0.66973)
      (6027, 8497, 0.82552)
      (6028, 4524, 0.03856)
      (6029, 8765, 0.08689)
      (6030, 2029, 0.56031)
      (6031, 2391, 0.17620)
      (6032, 6498, 0.63289)
      (6032, 8248, 0.14076)
      (6033, 2308, 0.53867)
      (6034, 8839, 0.40853)
      (6035, 4176, 0.96761)
      (6036, 5529, 0.58685)
      (6037, 2228, 0.31137)
      (6037, 7576, 0.61149)
      (6038, 7390, 0.82789)
      (6039, 1536, 0.22481)
      (6040, 6357, 0.85690)
      (6041, 7806, 0.67121)
      (6042, 6446, 0.75382)
      (6043, 267, 0.68613)
      (6044, 3540, 0.32765)
      (6044, 6450, 0.24795)
      (6045, 5587, 0.96006)
      (6045, 6152, 0.32027)
      (6046, 3596, 0.23688)
      (6047, 4558, 0.91529)
      (6048, 6313, 0.62860)
      (6049, 3314, 0.47365)
      (6049, 9858, 0.15896)
      (6050, 5193, 0.98811)
      (6051, 9737, 0.19649)
      (6052, 5292, 0.98877)
      (6053, 3466, 0.56924)
      (6054, 859, 0.64205)
      (6055, 6816, 0.29856)
      (6056, 9552, 0.24476)
      (6057, 4468, 0.78616)
      (6058, 857, 0.88187)
      (6059, 6070, 0.33667)
      (6060, 8100, 0.20810)
      (6061, 7498, 0.64139)
      (6062, 8864, 0.81842)
      (6063, 6734, 0.65797)
      (6064, 2610, 0.05556)
      (6065, 307, 0.80670)
      (6066, 4698, 0.62845)
      (6066, 8925, 0.37615)
      (6067, 6172, 0.62720)
      (6068, 7573, 0.58604)
      (6069, 8150, 0.88375)
      (6070, 1778, 0.96782)
      (6071, 6343, 0.16778)
      (6072, 1385, 0.14686)
      (6073, 4475, 0.80638)
      (6074, 5982, 0.13626)
      (6075, 3515, 0.99865)
      (6076, 4403, 0.54978)
      (6077, 3831, 0.51643)
      (6078, 3436, 0.13220)
      (6079, 2121, 0.96932)
      (6080, 4343, 0.21390)
      (6081, 6864, 0.26836)
      (6082, 5888, 0.35956)
      (6082, 8129, 0.97014)
      (6083, 5914, 0.31011)
      (6084, 9188, 0.28752)
      (6085, 2247, 0.15051)
      (6085, 5569, 0.01493)
      (6086, 892, 0.17742)
      (6086, 8552, 0.60370)
      (6087, 5353, 0.48723)
      (6088, 2614, 0.81521)
      (6088, 7570, 0.01033)
      (6089, 1374, 0.52574)
      (6090, 6649, 0.42804)
      (6091, 836, 0.39270)
      (6092, 5107, 0.00257)
      (6093, 3939, 0.52397)
      (6094, 7275, 0.09908)
      (6095, 1233, 0.48741)
      (6096, 8334, 0.30083)
      (6097, 2069, 0.62598)
      (6098, 7265, 0.31868)
      (6099, 5933, 0.37923)
      (6100, 5567, 0.31634)
      (6100, 6712, 0.74773)
      (6101, 6934, 0.55298)
      (6102, 5396, 0.75481)
      (6103, 514, 0.07987)
      (6104, 142, 0.06316)
      (6105, 3704, 0.69873)
      (6106, 4441, 0.78579)
      (6106, 7424, 0.33277)
      (6107, 4708, 0.22477)
      (6108, 447, 0.07607)
      (6108, 9367, 0.76430)
      (6109, 292, 0.47950)
      (6110, 7955, 0.66947)
      (6111, 673, 0.36404)
      (6112, 2651, 0.68783)
      (6113, 9430, 0.15702)
      (6114, 2598, 0.61460)
      (6115, 9632, 0.12921)
      (6116, 3535, 0.41900)
      (6116, 7085, 0.43328)
      (6117, 8781, 0.61866)
      (6118, 7981, 0.70207)
      (6119, 9379, 0.74950)
      (6120, 6712, 0.21210)
      (6121, 944, 0.88107)
      (6122, 8004, 0.18595)
      (6123, 4242, 0.79982)
      (6124, 7698, 0.91524)
      (6125, 5105, 0.43958)
      (6125, 7196, 0.07796)
      (6126, 6634, 0.13618)
      (6127, 2145, 0.77854)
      (6127, 8142, 0.44909)
      (6128, 8744, 0.02983)
      (6128, 9060, 0.83784)
      (6129, 2271, 0.61562)
      (6130, 7479, 0.86633)
      (6131, 4616, 0.01604)
      (6132, 9433, 0.77498)
      (6133, 1172, 0.44814)
      (6133, 5735, 0.22493)
      (6134, 9407, 0.62906)
      (6135, 4990, 0.77305)
      (6136, 490, 0.95461)
      (6136, 4714, 0.94977)
      (6137, 8177, 0.11924)
      (6138, 713, 0.02195)
      (6139, 7447, 0.83845)
      (6140, 1205, 0.22439)
      (6140, 3455, 0.79473)
      (6141, 1368, 0.85197)
      (6142, 1719, 0.67082)
      (6142, 2821, 0.47527)
      (6143, 8822, 0.81924)
      (6144, 174, 0.83344)
      (6144, 8320, 0.57216)
      (6145, 8891, 0.88191)
      (6146, 9241, 0.05936)
      (6147, 2017, 0.62779)
      (6148, 892, 0.59176)
      (6149, 6856, 0.77106)
      (6150, 6645, 0.03689)
      (6151, 9227, 0.69765)
      (6152, 1064, 0.69536)
      (6152, 5434, 0.21425)
      (6153, 1926, 0.68181)
      (6154, 5214, 0.51941)
      (6155, 7352, 0.37895)
      (6156, 2419, 0.03293)
      (6157, 4454, 0.44234)
      (6158, 2820, 0.15845)
      (6159, 3875, 0.90794)
      (6160, 9927, 0.22429)
      (6161, 1365, 0.14625)
      (6162, 5167, 0.55455)
      (6163, 2059, 0.46658)
      (6164, 9343, 0.36239)
      (6165, 4933, 0.82193)
      (6166, 4237, 0.70721)
      (6167, 8619, 0.65562)
      (6168, 1831, 0.56830)
      (6169, 580, 0.94327)
      (6170, 3455, 0.15716)
      (6170, 6158, 0.36558)
      (6171, 7921, 0.07459)
      (6172, 833, 0.46166)
      (6173, 6763, 0.87858)
      (6174, 474, 0.36823)
      (6174, 1979, 0.76133)
      (6175, 5725, 0.57305)
      (6176, 1463, 0.08981)
      (6177, 8866, 0.21107)
      (6178, 9866, 0.52428)
      (6179, 8064, 0.73566)
      (6180, 4150, 0.72736)
      (6181, 9253, 0.51736)
      (6182, 6616, 0.63585)
      (6183, 8670, 0.09556)
      (6184, 5553, 0.63275)
      (6185, 2523, 0.56926)
      (6186, 43, 0.54222)
      (6187, 4749, 0.43152)
      (6188, 7897, 0.04326)
      (6189, 3433, 0.70298)
      (6190, 6990, 0.26667)
      (6191, 798, 0.80465)
      (6192, 912, 0.80028)
      (6193, 2528, 0.01668)
      (6193, 9293, 0.21866)
      (6194, 505, 0.06468)
      (6195, 9405, 0.08305)
      (6196, 1642, 0.94404)
      (6197, 3143, 0.60414)
      (6198, 856, 0.25110)
      (6199, 2692, 0.02959)
      (6200, 6434, 0.68817)
      (6201, 126, 0.51368)
      (6202, 1699, 0.39407)
      (6203, 7774, 0.70502)
      (6204, 8304, 0.69522)
      (6205, 1205, 0.71431)
      (6205, 5024, 0.47939)
      (6206, 6987, 0.03973)
      (6207, 2113, 0.11841)
      (6208, 417, 0.02535)
      (6209, 2302, 0.80639)
      (6210, 4088, 0.50658)
      (6211, 2978, 0.45292)
      (6212, 7460, 0.58688)
      (6213, 3020, 0.62544)
      (6213, 4287, 0.05205)
      (6214, 7908, 0.00845)
      (6215, 5645, 0.02793)
      (6216, 2510, 0.44452)
      (6217, 5418, 0.32724)
      (6218, 4516, 0.86016)
      (6219, 7584, 0.91295)
      (6220, 4180, 0.31093)
      (6221, 5405, 0.17046)
      (6222, 2969, 0.70620)
      (6223, 3660, 0.54095)
      (6224, 1281, 0.64007)
      (6225, 3341, 0.84402)
      (6225, 6772, 0.96899)
      (6226, 5691, 0.43669)
      (6227, 9242, 0.73223)
      (6228, 1433, 0.04264)
      (6229, 997, 0.65887)
      (6230, 4051, 0.47020)
      (6231, 3258, 0.25667)
      (6232, 488, 0.34143)
      (6232, 6780, 0.59776)
      (6233, 529, 0.69173)
      (6233, 2326, 0.70107)
      (6234, 9440, 0.94212)
      (6235, 2311, 0.24747)
      (6235, 5336, 0.32119)
      (6236, 5964, 0.91307)
      (6237, 988, 0.89581)
      (6238, 8267, 0.00515)
      (6239, 8805, 0.46334)
      (6240, 7953, 0.05149)
      (6241, 2212, 0.59279)
      (6242, 4565, 0.00912)
      (6243, 49, 0.26218)
      (6244, 6997, 0.94155)
      (6245, 4043, 0.51831)
      (6246, 6338, 0.37610)
      (6247, 3795, 0.94177)
      (6248, 5886, 0.22255)
      (6248, 9050, 0.99987)
      (6249, 99, 0.73235)
      (6250, 1010, 0.67310)
      (6251, 5490, 0.45609)
      (6252, 5158, 0.85154)
      (6252, 7939, 0.23647)
      (6253, 4932, 0.93640)
      (6254, 1334, 0.51191)
      (6255, 6088, 0.01797)
      (6256, 5793, 0.72227)
      (6257, 6727, 0.16124)
      (6258, 957, 0.23349)
      (6258, 6453, 0.27295)
      (6258, 8301, 0.19002)
      (6259, 9263, 0.21883)
      (6260, 2928, 0.49393)
      (6260, 7204, 0.12672)
      (6261, 6483, 0.87930)
      (6262, 3840, 0.43910)
      (6263, 1526, 0.53950)
      (6263, 9037, 0.19047)
      (6264, 2621, 0.63331)
      (6264, 7758, 0.57993)
      (6265, 3789, 0.58675)
      (6266, 334, 0.11507)
      (6267, 8141, 0.66804)
      (6268, 8998, 0.93166)
      (6269, 2290, 0.13407)
      (6270, 7674, 0.27544)
      (6270, 7873, 0.22440)
      (6271, 6174, 0.05163)
      (6272, 747, 0.57756)
      (6272, 7721, 0.09100)
      (6273, 2277, 0.63423)
      (6274, 9832, 0.70033)
      (6275, 3350, 0.56181)
      (6276, 7281, 0.90441)
      (6277, 7127, 0.25249)
      (6278, 9381, 0.50561)
      (6279, 8117, 0.33354)
      (6280, 3158, 0.80471)
      (6281, 7144, 0.67011)
      (6282, 2473, 0.43939)
      (6283, 2533, 0.05859)
      (6284, 5111, 0.80612)
      (6284, 6476, 0.23936)
      (6285, 1871, 0.83812)
      (6286, 7915, 0.05030)
      (6287, 7414, 0.69787)
      (6288, 4031, 0.59299)
      (6289, 7443, 0.38448)
      (6289, 8397, 0.17349)
      (6290, 920, 0.15522)
      (6291, 6888, 0.74827)
      (6291, 7572, 0.23992)
      (6292, 244, 0.24406)
      (6292, 6293, 0.37263)
      (6293, 7250, 0.16762)
      (6294, 50, 0.67910)
      (6294, 9865, 0.30558)
      (6295, 6659, 0.68589)
      (6296, 8438, 0.41144)
      (6297, 8854, 0.51461)
      (6298, 5326, 0.91412)
      (6299, 1841, 0.29668)
      (6300, 7737, 0.68269)
      (6301, 7813, 0.28418)
      (6302, 4241, 0.60047)
      (6303, 4804, 0.63843)
      (6304, 2159, 0.54327)
      (6305, 3685, 0.85659)
      (6306, 8115, 0.59541)
      (6307, 7746, 0.22900)
      (6308, 2794, 0.74405)
      (6308, 5339, 0.07105)
      (6309, 7158, 0.66131)
      (6310, 1177, 0.66210)
      (6310, 3841, 0.61944)
      (6311, 5187, 0.07903)
      (6312, 37, 0.16747)
      (6312, 6100, 0.17750)
      (6312, 7345, 0.86251)
      (6313, 8993, 0.64774)
      (6314, 7302, 0.42625)
      (6315, 1859, 0.63945)
      (6315, 4298, 0.22104)
      (6316, 703, 0.79949)
      (6317, 3911, 0.33676)
      (6318, 5105, 0.16044)
      (6319, 7111, 0.24316)
      (6320, 7042, 0.34217)
      (6321, 7438, 0.66831)
      (6322, 9599, 0.27688)
      (6323, 2004, 0.35635)
      (6324, 7802, 0.62684)
      (6325, 2700, 0.12689)
      (6326, 5851, 0.20140)
      (6327, 4365, 0.82597)
      (6327, 5573, 0.96967)
      (6328, 2888, 0.44537)
      (6329, 483, 0.23611)
      (6330, 1309, 0.14873)
      (6331, 4841, 0.74342)
      (6332, 8147, 0.85362)
      (6333, 619, 0.58311)
      (6334, 486, 0.57897)
      (6335, 5046, 0.92303)
      (6336, 6129, 0.68119)
      (6337, 3468, 0.99792)
      (6338, 2787, 0.90550)
      (6338, 9287, 0.03937)
      (6339, 266, 0.01532)
      (6340, 1949, 0.23489)
      (6341, 75, 0.51915)
      (6342, 6160, 0.43100)
      (6343, 6491, 0.59185)
      (6344, 7056, 0.46408)
      (6344, 7712, 0.06847)
      (6345, 278, 0.84262)
      (6345, 7026, 0.69841)
      (6346, 941, 0.53375)
      (6347, 4347, 0.43672)
      (6348, 3199, 0.67520)
      (6349, 6010, 0.11427)
      (6350, 2377, 0.85231)
      (6350, 5628, 0.69238)
      (6351, 1056, 0.80434)
      (6352, 1675, 0.86128)
      (6353, 2108, 0.30135)
      (6353, 8922, 0.49176)
      (6354, 2763, 0.42156)
      (6355, 7516, 0.43468)
      (6356, 6177, 0.45204)
      (6357, 2841, 0.14389)
      (6358, 3558, 0.05054)
      (6359, 1202, 0.86198)
      (6360, 5409, 0.57190)
      (6361, 2361, 0.14240)
      (6362, 9748, 0.81318)
      (6363, 4165, 0.55985)
      (6363, 7973, 0.59254)
      (6364, 8015, 0.40010)
      (6365, 4732, 0.95585)
      (6366, 4855, 0.27959)
      (6366, 7957, 0.49526)
      (6366, 9259, 0.67186)
      (6367, 9269, 0.42137)
      (6368, 3679, 0.32836)
      (6369, 4225, 0.91129)
      (6369, 7474, 0.90705)
      (6370, 632, 0.30803)
      (6371, 9663, 0.62680)
      (6372, 4662, 0.53492)
      (6372, 7422, 0.10515)
      (6373, 9109, 0.07295)
      (6374, 6073, 0.06614)
      (6375, 1168, 0.90901)
      (6375, 8797, 0.97279)
      (6376, 3014, 0.63354)
      (6376, 6358, 0.25782)
      (6377, 3661, 0.86543)
      (6378, 5653, 0.57299)
      (6379, 527, 0.50890)
      (6379, 7187, 0.36752)
      (6380, 1956, 0.44940)
      (6381, 8010, 0.12668)
      (6382, 831, 0.34716)
      (6383, 1532, 0.39872)
      (6384, 6607, 0.85804)
      (6385, 9027, 0.05595)
      (6386, 8547, 0.23093)
      (6387, 4062, 0.99139)
      (6388, 3500, 0.03634)
      (6389, 9063, 0.13037)
      (6390, 4041, 0.82888)
      (6391, 1293, 0.84401)
      (6392, 7346, 0.00582)
      (6392, 8533, 0.18494)
      (6393, 6454, 0.85440)
      (6394, 2561, 0.18328)
      (6395, 8689, 0.41460)
      (6396, 300, 0.01488)
