1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (1226, 652, 0.92920)
      (1226, 880, 0.40280)
      (1226, 932, 0.90633)
      (1226, 939, 0.65471)
      (1226, 986, 0.76007)
      (1226, 1048, 0.86189)
      (1226, 1201, 0.48627)
      (1226, 1202, 0.64075)
      (1226, 1344, 0.52214)
      (1226, 1399, 0.12483)
      (1226, 1407, 0.21160)
      (1226, 1412, 0.94559)
      (1226, 1495, 0.47375)
      (1226, 1505, 0.91048)
      (1226, 1544, 0.68963)
      (1226, 1594, 0.76945)
      (1226, 1617, 0.72070)
      (1226, 1641, 0.46128)
      (1226, 1695, 0.17034)
      (1226, 1720, 0.61050)
      (1226, 1848, 0.46298)
      (1227, 55, 0.57437)
      (1227, 151, 0.01263)
      (1227, 338, 0.75556)
      (1227, 347, 0.96263)
      (1227, 582, 0.22212)
      (1227, 590, 0.10408)
      (1227, 612, 0.60056)
      (1227, 717, 0.38027)
      (1227, 741, 0.04038)
      (1227, 808, 0.22928)
      (1227, 1068, 0.74935)
      (1227, 1233, 0.87714)
      (1227, 1423, 0.48062)
      (1227, 1558, 0.66212)
      (1227, 1570, 0.75398)
      (1227, 1598, 0.54303)
      (1227, 1621, 0.45214)
      (1227, 1636, 0.26997)
      (1227, 1662, 0.66974)
      (1227, 1716, 0.10878)
      (1227, 1751, 0.51728)
      (1228, 193, 0.57125)
      (1228, 194, 0.20515)
      (1228, 415, 0.03370)
      (1228, 460, 0.34871)
      (1228, 617, 0.85176)
      (1228, 640, 0.45143)
      (1228, 772, 0.86254)
      (1228, 793, 0.54207)
      (1228, 817, 0.07651)
      (1228, 1065, 0.89619)
      (1228, 1079, 0.68870)
      (1228, 1332, 0.16587)
      (1228, 1335, 0.03835)
      (1228, 1342, 0.09592)
      (1228, 1351, 0.05967)
      (1228, 1435, 0.46490)
      (1228, 1557, 0.12669)
      (1228, 1626, 0.42239)
      (1228, 1704, 0.59681)
      (1228, 1712, 0.39659)
      (1228, 1761, 0.47001)
      (1228, 1826, 0.43574)
      (1229, 27, 0.36539)
      (1229, 101, 0.44749)
      (1229, 234, 0.34493)
      (1229, 819, 0.96119)
      (1229, 920, 0.32511)
      (1229, 1143, 0.02188)
      (1229, 1391, 0.40384)
      (1229, 1463, 0.26585)
      (1229, 1707, 0.99493)
      (1229, 1843, 0.19803)
      (1229, 1846, 0.33793)
      (1229, 1857, 0.64078)
      (1229, 1889, 0.79380)
      (1229, 1978, 0.97223)
      (1230, 148, 0.83503)
      (1230, 233, 0.58397)
      (1230, 258, 0.47643)
      (1230, 381, 0.77282)
      (1230, 589, 0.75326)
      (1230, 602, 0.17874)
      (1230, 659, 0.96227)
      (1230, 668, 0.04789)
      (1230, 729, 0.31185)
      (1230, 847, 0.97772)
      (1230, 848, 0.15910)
      (1230, 883, 0.88365)
      (1230, 956, 0.68725)
      (1230, 1025, 0.02608)
      (1230, 1164, 0.45236)
      (1230, 1306, 0.01323)
      (1230, 1741, 0.36443)
      (1231, 292, 0.00020)
      (1231, 351, 0.15278)
      (1231, 445, 0.54160)
      (1231, 527, 0.36500)
      (1231, 567, 0.96547)
      (1231, 631, 0.99749)
      (1231, 677, 0.56539)
      (1231, 742, 0.67134)
      (1231, 875, 0.81881)
      (1231, 912, 0.07991)
      (1231, 984, 0.54998)
      (1231, 1025, 0.12495)
      (1231, 1261, 0.08595)
      (1231, 1263, 0.78682)
      (1231, 1277, 0.15878)
      (1231, 1322, 0.40251)
      (1231, 1412, 0.39261)
      (1231, 1435, 0.21751)
      (1231, 1485, 0.56916)
      (1231, 1685, 0.94376)
      (1231, 1949, 0.58927)
      (1232, 23, 0.92926)
      (1232, 172, 0.27596)
      (1232, 612, 0.03020)
      (1232, 659, 0.00399)
      (1232, 849, 0.00196)
      (1232, 1096, 0.17075)
      (1232, 1098, 0.68786)
      (1232, 1151, 0.13945)
      (1232, 1173, 0.77334)
      (1232, 1254, 0.91093)
      (1232, 1291, 0.05963)
      (1232, 1483, 0.98270)
      (1232, 1494, 0.08765)
      (1232, 1503, 0.14931)
      (1232, 1514, 0.15244)
      (1232, 1532, 0.38493)
      (1232, 1799, 0.57880)
      (1232, 1801, 0.97026)
      (1232, 1870, 0.98401)
      (1232, 1935, 0.50166)
      (1233, 89, 0.35415)
      (1233, 196, 0.82347)
      (1233, 217, 0.25142)
      (1233, 361, 0.04048)
      (1233, 380, 0.91801)
      (1233, 397, 0.08676)
      (1233, 428, 0.07155)
      (1233, 434, 0.99356)
      (1233, 541, 0.24374)
      (1233, 739, 0.52250)
      (1233, 752, 0.46744)
      (1233, 768, 0.63315)
      (1233, 792, 0.40030)
      (1233, 936, 0.12496)
      (1233, 1119, 0.18492)
      (1233, 1152, 0.80343)
      (1233, 1449, 0.00868)
      (1233, 1619, 0.19779)
      (1233, 1693, 0.41066)
      (1233, 1769, 0.39367)
      (1233, 1824, 0.36770)
      (1233, 1925, 0.51258)
      (1233, 1953, 0.71528)
      (1233, 1959, 0.06910)
      (1234, 72, 0.63658)
      (1234, 244, 0.79620)
      (1234, 279, 0.08482)
      (1234, 360, 0.57534)
      (1234, 476, 0.35003)
      (1234, 493, 0.05946)
      (1234, 499, 0.83066)
      (1234, 751, 0.40163)
      (1234, 847, 0.53621)
      (1234, 956, 0.44400)
      (1234, 1102, 0.47259)
      (1234, 1236, 0.75683)
      (1234, 1242, 0.96523)
      (1234, 1263, 0.21380)
      (1234, 1478, 0.27426)
      (1234, 1502, 0.34297)
      (1234, 1529, 0.59716)
      (1234, 1540, 0.58112)
      (1234, 1757, 0.55265)
      (1235, 44, 0.57868)
      (1235, 355, 0.89525)
      (1235, 400, 0.46527)
      (1235, 447, 0.58289)
      (1235, 496, 0.45936)
      (1235, 932, 0.12486)
      (1235, 1040, 0.60240)
      (1235, 1187, 0.41846)
      (1235, 1218, 0.64040)
      (1235, 1278, 0.92775)
      (1235, 1366, 0.25504)
      (1235, 1641, 0.40873)
      (1235, 1702, 0.74432)
      (1235, 1879, 0.32532)
      (1235, 1955, 0.58674)
      (1236, 103, 0.80452)
      (1236, 341, 0.29547)
      (1236, 441, 0.70578)
      (1236, 603, 0.48850)
      (1236, 994, 0.52222)
      (1236, 1237, 0.02219)
      (1236, 1328, 0.52388)
      (1236, 1344, 0.29365)
      (1236, 1444, 0.69350)
      (1236, 1499, 0.56797)
      (1236, 1801, 0.59863)
      (1237, 39, 0.96515)
      (1237, 245, 0.15928)
      (1237, 275, 0.71075)
      (1237, 444, 0.74211)
      (1237, 470, 0.49975)
      (1237, 569, 0.20205)
      (1237, 572, 0.00650)
      (1237, 642, 0.54012)
      (1237, 648, 0.17981)
      (1237, 652, 0.64468)
      (1237, 951, 0.47498)
      (1237, 958, 0.69632)
      (1237, 1008, 0.47798)
      (1237, 1010, 0.50519)
      (1237, 1354, 0.59983)
      (1237, 1503, 0.52751)
      (1237, 1589, 0.80237)
      (1237, 1788, 0.34786)
      (1237, 1801, 0.38164)
      (1238, 86, 0.52163)
      (1238, 90, 0.42045)
      (1238, 206, 0.68512)
      (1238, 285, 0.88547)
      (1238, 480, 0.88551)
      (1238, 519, 0.25576)
      (1238, 536, 0.06389)
      (1238, 945, 0.63559)
      (1238, 988, 0.25426)
      (1238, 1012, 0.62224)
      (1238, 1068, 0.33158)
      (1238, 1166, 0.43802)
      (1238, 1215, 0.45449)
      (1238, 1492, 0.64799)
      (1238, 1946, 0.24044)
      (1238, 1999, 0.32696)
      (1239, 18, 0.22386)
      (1239, 84, 0.45796)
      (1239, 108, 0.61880)
      (1239, 111, 0.87803)
      (1239, 264, 0.80071)
      (1239, 554, 0.08150)
      (1239, 625, 0.87144)
      (1239, 722, 0.84499)
      (1239, 775, 0.24186)
      (1239, 886, 0.86404)
      (1239, 904, 0.69913)
      (1239, 1106, 0.47625)
      (1239, 1113, 0.41692)
      (1239, 1366, 0.47588)
      (1239, 1510, 0.65029)
      (1239, 1515, 0.25208)
      (1240, 174, 0.85539)
      (1240, 195, 0.12280)
      (1240, 232, 0.11302)
      (1240, 259, 0.83482)
      (1240, 576, 0.16651)
      (1240, 663, 0.89085)
      (1240, 681, 0.58613)
      (1240, 828, 0.31607)
      (1240, 871, 0.24806)
      (1240, 1046, 0.97466)
      (1240, 1166, 0.84741)
      (1240, 1191, 0.35514)
      (1240, 1356, 0.15411)
      (1240, 1359, 0.43550)
      (1240, 1507, 0.84348)
      (1240, 1654, 0.30154)
      (1240, 1708, 0.83602)
      (1240, 1744, 0.83900)
      (1240, 1888, 0.04630)
      (1240, 1975, 0.55113)
      (1241, 66, 0.93527)
      (1241, 261, 0.44170)
      (1241, 318, 0.26481)
      (1241, 447, 0.21611)
      (1241, 542, 0.48239)
      (1241, 604, 0.32318)
      (1241, 713, 0.11407)
      (1241, 765, 0.26577)
      (1241, 781, 0.90150)
      (1241, 880, 0.83275)
      (1241, 948, 0.75257)
      (1241, 963, 0.63450)
      (1241, 983, 0.66585)
      (1241, 1011, 0.23635)
      (1241, 1073, 0.97678)
      (1241, 1222, 0.30476)
      (1241, 1224, 0.23618)
      (1241, 1276, 0.86683)
      (1241, 1311, 0.96042)
      (1241, 1345, 0.70929)
      (1241, 1403, 0.30017)
      (1241, 1699, 0.20286)
      (1241, 1774, 0.00380)
      (1241, 1808, 0.19559)
      (1241, 1954, 0.02761)
      (1242, 59, 0.46181)
      (1242, 213, 0.04026)
      (1242, 280, 0.37957)
      (1242, 396, 0.37876)
      (1242, 420, 0.31402)
      (1242, 465, 0.08706)
      (1242, 917, 0.85999)
      (1242, 958, 0.36226)
      (1242, 960, 0.84060)
      (1242, 1062, 0.65460)
      (1242, 1216, 0.65168)
      (1242, 1330, 0.87185)
      (1242, 1496, 0.35547)
      (1242, 1522, 0.07105)
      (1242, 1629, 0.98024)
      (1242, 1723, 0.12412)
      (1242, 1830, 0.17693)
      (1242, 1884, 0.46287)
      (1242, 1993, 0.89450)
      (1243, 38, 0.49204)
      (1243, 210, 0.98853)
      (1243, 550, 0.75916)
      (1243, 644, 0.56330)
      (1243, 672, 0.69621)
      (1243, 713, 0.56458)
      (1243, 805, 0.11065)
      (1243, 895, 0.52247)
      (1243, 975, 0.38701)
      (1243, 1026, 0.71169)
      (1243, 1107, 0.07630)
      (1243, 1311, 0.63534)
      (1243, 1393, 0.52022)
      (1243, 1411, 0.42659)
      (1243, 1414, 0.52539)
      (1243, 1473, 0.81451)
      (1243, 1721, 0.37269)
      (1243, 1730, 0.11665)
      (1243, 1746, 0.92222)
      (1243, 1980, 0.75268)
      (1244, 65, 0.72648)
      (1244, 252, 0.02210)
      (1244, 506, 0.98842)
      (1244, 724, 0.70971)
      (1244, 750, 0.29865)
      (1244, 841, 0.57363)
      (1244, 1237, 0.03060)
      (1244, 1411, 0.45839)
      (1244, 1509, 0.10351)
      (1244, 1755, 0.59627)
      (1244, 1795, 0.62382)
      (1245, 484, 0.50183)
      (1245, 601, 0.71728)
      (1245, 730, 0.30442)
      (1245, 734, 0.79291)
      (1245, 934, 0.48328)
      (1245, 1045, 0.52408)
      (1245, 1274, 0.01932)
      (1245, 1374, 0.78754)
      (1245, 1542, 0.75460)
      (1245, 1559, 0.80265)
      (1245, 1568, 0.28357)
      (1245, 1740, 0.26833)
      (1245, 1751, 0.26594)
      (1245, 1756, 0.59733)
      (1246, 171, 0.48556)
      (1246, 178, 0.57373)
      (1246, 325, 0.14639)
      (1246, 718, 0.46098)
      (1246, 720, 0.39619)
      (1246, 753, 0.06044)
      (1246, 956, 0.63613)
      (1246, 985, 0.67223)
      (1246, 1068, 0.31018)
      (1246, 1319, 0.10043)
      (1246, 1441, 0.48849)
      (1246, 1507, 0.84633)
      (1246, 1597, 0.89014)
      (1246, 1600, 0.94007)
      (1246, 1637, 0.31366)
      (1246, 1736, 0.68515)
      (1246, 1969, 0.49638)
      (1246, 1977, 0.18775)
      (1247, 120, 0.63153)
      (1247, 280, 0.19434)
      (1247, 283, 0.20768)
      (1247, 293, 0.44328)
      (1247, 308, 0.50519)
      (1247, 375, 0.75159)
      (1247, 381, 0.23468)
      (1247, 396, 0.74596)
      (1247, 413, 0.90022)
      (1247, 555, 0.64745)
      (1247, 916, 0.64643)
      (1247, 951, 0.02554)
      (1247, 1281, 0.39914)
      (1247, 1490, 0.93464)
      (1247, 1594, 0.14424)
      (1247, 1818, 0.23687)
      (1247, 1884, 0.41000)
      (1248,  6, 0.00575)
      (1248, 165, 0.09005)
      (1248, 274, 0.58823)
      (1248, 423, 0.37833)
      (1248, 603, 0.10910)
      (1248, 745, 0.97747)
      (1248, 866, 0.73254)
      (1248, 938, 0.15187)
      (1248, 983, 0.09096)
      (1248, 1109, 0.01504)
      (1248, 1162, 0.17116)
      (1248, 1207, 0.46235)
      (1248, 1229, 0.00979)
      (1248, 1464, 0.43703)
      (1248, 1597, 0.20586)
      (1248, 1616, 0.20928)
      (1248, 1631, 0.01116)
      (1248, 1663, 0.12434)
      (1248, 1905, 0.10475)
      (1249,  9, 0.52551)
      (1249, 39, 0.26384)
      (1249, 93, 0.10512)
      (1249, 140, 0.25005)
      (1249, 266, 0.64762)
      (1249, 415, 0.08083)
      (1249, 453, 0.27887)
      (1249, 560, 0.35828)
      (1249, 564, 0.05187)
      (1249, 941, 0.72789)
      (1249, 1055, 0.27007)
      (1249, 1159, 0.13297)
      (1249, 1237, 0.78114)
      (1249, 1257, 0.74406)
      (1249, 1267, 0.72641)
      (1249, 1273, 0.38080)
      (1249, 1342, 0.48242)
      (1249, 1351, 0.03493)
      (1249, 1474, 0.89703)
      (1249, 1550, 0.51717)
      (1249, 1629, 0.52806)
      (1249, 1630, 0.67263)
      (1249, 1740, 0.43548)
      (1249, 1907, 0.00639)
      (1250,  1, 0.47529)
      (1250, 41, 0.64667)
      (1250, 157, 0.92524)
      (1250, 207, 0.37262)
      (1250, 234, 0.88831)
      (1250, 367, 0.67255)
      (1250, 411, 0.29904)
      (1250, 435, 0.40439)
      (1250, 474, 0.05908)
      (1250, 519, 0.04968)
      (1250, 540, 0.49723)
      (1250, 580, 0.97059)
      (1250, 704, 0.72681)
      (1250, 765, 0.83483)
      (1250, 780, 0.69310)
      (1250, 817, 0.59651)
      (1250, 964, 0.48645)
      (1250, 981, 0.21764)
      (1250, 1228, 0.58683)
      (1250, 1336, 0.56520)
      (1250, 1495, 0.67210)
      (1250, 1751, 0.26809)
      (1250, 1840, 0.24131)
      (1250, 1872, 0.69534)
      (1251, 25, 0.64676)
      (1251, 185, 0.03040)
      (1251, 217, 0.79738)
      (1251, 262, 0.37750)
      (1251, 289, 0.95259)
      (1251, 574, 0.57098)
      (1251, 600, 0.46290)
      (1251, 614, 0.22772)
      (1251, 746, 0.94512)
      (1251, 781, 0.74189)
      (1251, 909, 0.67708)
      (1251, 1004, 0.28551)
      (1251, 1129, 0.33674)
      (1251, 1215, 0.73062)
      (1251, 1326, 0.22278)
      (1251, 1365, 0.03385)
      (1251, 1377, 0.75239)
      (1251, 1518, 0.26005)
      (1251, 1579, 0.15373)
      (1251, 1596, 0.16882)
      (1251, 1649, 0.12237)
      (1251, 1725, 0.24165)
      (1251, 1736, 0.28879)
      (1252, 38, 0.56745)
      (1252, 149, 0.26768)
      (1252, 363, 0.00728)
      (1252, 568, 0.37624)
      (1252, 659, 0.75733)
      (1252, 762, 0.37137)
      (1252, 802, 0.97769)
      (1252, 1222, 0.60025)
      (1252, 1438, 0.65373)
      (1252, 1468, 0.24150)
      (1252, 1485, 0.25479)
      (1252, 1645, 0.62852)
      (1252, 1698, 0.65709)
      (1252, 1748, 0.09813)
      (1252, 1765, 0.74174)
      (1252, 1822, 0.18188)
      (1252, 1837, 0.16284)
      (1252, 1908, 0.41385)
      (1252, 1921, 0.10681)
      (1252, 1968, 0.63800)
      (1253, 93, 0.83729)
      (1253, 166, 0.93697)
      (1253, 235, 0.46449)
      (1253, 237, 0.39858)
      (1253, 307, 0.26913)
      (1253, 322, 0.16277)
      (1253, 549, 0.56056)
      (1253, 664, 0.95044)
      (1253, 786, 0.87891)
      (1253, 798, 0.56892)
      (1253, 826, 0.72240)
      (1253, 940, 0.21830)
      (1253, 962, 0.35258)
      (1253, 1113, 0.90159)
      (1253, 1155, 0.26740)
      (1253, 1413, 0.26679)
      (1253, 1915, 0.69631)
      (1253, 1983, 0.45694)
      (1253, 1993, 0.10536)
      (1254, 27, 0.12033)
      (1254, 171, 0.16856)
      (1254, 181, 0.48682)
      (1254, 220, 0.22358)
      (1254, 353, 0.18159)
      (1254, 363, 0.83004)
      (1254, 364, 0.39220)
      (1254, 462, 0.46762)
      (1254, 553, 0.26971)
      (1254, 603, 0.03861)
      (1254, 1069, 0.77352)
      (1254, 1245, 0.30116)
      (1254, 1536, 0.89948)
      (1254, 1744, 0.62323)
      (1254, 1792, 0.46934)
      (1254, 1803, 0.97336)
      (1254, 1912, 0.37723)
      (1254, 1992, 0.15204)
      (1255, 18, 0.09366)
      (1255, 260, 0.59173)
      (1255, 299, 0.49186)
      (1255, 497, 0.42015)
      (1255, 592, 0.52384)
      (1255, 613, 0.50873)
      (1255, 656, 0.34028)
      (1255, 734, 0.54587)
      (1255, 765, 0.04484)
      (1255, 811, 0.53024)
      (1255, 897, 0.71341)
      (1255, 982, 0.00942)
      (1255, 1002, 0.69782)
      (1255, 1158, 0.07817)
      (1255, 1573, 0.97438)
      (1255, 1587, 0.72035)
      (1255, 1667, 0.39499)
      (1255, 1712, 0.30379)
      (1255, 1895, 0.62311)
      (1255, 1943, 0.92892)
      (1256, 39, 0.54160)
      (1256, 80, 0.72821)
      (1256, 166, 0.25006)
      (1256, 179, 0.70945)
      (1256, 237, 0.62692)
      (1256, 519, 0.72853)
      (1256, 708, 0.00780)
      (1256, 741, 0.49620)
      (1256, 742, 0.03628)
      (1256, 755, 0.71406)
      (1256, 830, 0.35771)
      (1256, 968, 0.15809)
      (1256, 985, 0.23726)
      (1256, 1238, 0.73686)
      (1256, 1362, 0.63553)
      (1256, 1376, 0.84171)
      (1256, 1506, 0.31993)
      (1256, 1619, 0.94883)
      (1256, 1650, 0.02135)
      (1256, 1914, 0.63886)
      (1256, 1928, 0.95417)
      (1257, 50, 0.14896)
      (1257, 155, 0.80874)
      (1257, 203, 0.59240)
      (1257, 256, 0.00582)
      (1257, 300, 0.06016)
      (1257, 588, 0.33894)
      (1257, 883, 0.39000)
      (1257, 1026, 0.21093)
      (1257, 1378, 0.67192)
      (1257, 1420, 0.19237)
      (1257, 1631, 0.68455)
      (1257, 1757, 0.73345)
      (1257, 1951, 0.88868)
      (1258, 118, 0.74958)
      (1258, 341, 0.11398)
      (1258, 486, 0.94501)
      (1258, 555, 0.65813)
      (1258, 677, 0.37484)
      (1258, 688, 0.89545)
      (1258, 741, 0.60420)
      (1258, 785, 0.44232)
      (1258, 1121, 0.89250)
      (1258, 1387, 0.49276)
      (1258, 1453, 0.75913)
      (1258, 1528, 0.17859)
      (1258, 1547, 0.55093)
      (1258, 1578, 0.96409)
      (1258, 1715, 0.27371)
      (1258, 1752, 0.21923)
      (1258, 1776, 0.56014)
      (1258, 1791, 0.13804)
      (1258, 1807, 0.06313)
      (1259, 17, 0.91948)
      (1259, 154, 0.56386)
      (1259, 187, 0.73903)
      (1259, 200, 0.35475)
      (1259, 218, 0.35191)
      (1259, 813, 0.76860)
      (1259, 824, 0.81188)
      (1259, 867, 0.10079)
      (1259, 901, 0.27332)
      (1259, 918, 0.17533)
      (1259, 1010, 0.86732)
      (1259, 1117, 0.92005)
      (1259, 1247, 0.27968)
      (1259, 1442, 0.67335)
      (1259, 1512, 0.47739)
      (1259, 1708, 0.65869)
      (1259, 1733, 0.86530)
      (1259, 1789, 0.43147)
      (1259, 1797, 0.08442)
      (1260,  2, 0.65560)
      (1260, 42, 0.02120)
      (1260, 199, 0.94387)
      (1260, 342, 0.97873)
      (1260, 446, 0.08440)
      (1260, 451, 0.86685)
      (1260, 475, 0.74819)
      (1260, 476, 0.78922)
      (1260, 548, 0.42857)
      (1260, 581, 0.77198)
      (1260, 586, 0.68025)
      (1260, 625, 0.95577)
      (1260, 687, 0.48177)
      (1260, 801, 0.25946)
      (1260, 850, 0.21667)
      (1260, 980, 0.15852)
      (1260, 1061, 0.73558)
      (1260, 1253, 0.44725)
      (1260, 1332, 0.03939)
      (1260, 1392, 0.21330)
      (1260, 1446, 0.96512)
      (1260, 1703, 0.33176)
      (1260, 1720, 0.44156)
      (1260, 1758, 0.66759)
      (1260, 1759, 0.21241)
      (1261, 103, 0.11033)
      (1261, 225, 0.17787)
      (1261, 291, 0.24393)
      (1261, 407, 0.74808)
      (1261, 576, 0.30829)
      (1261, 616, 0.69329)
      (1261, 767, 0.18253)
      (1261, 1284, 0.92679)
      (1261, 1406, 0.27306)
      (1261, 1422, 0.23764)
      (1261, 1720, 0.50172)
      (1261, 1755, 0.33085)
      (1261, 1929, 0.51217)
      (1262, 132, 0.28178)
      (1262, 370, 0.28675)
      (1262, 388, 0.39163)
      (1262, 750, 0.55891)
      (1262, 844, 0.34672)
      (1262, 1062, 0.69359)
      (1262, 1265, 0.43673)
      (1262, 1307, 0.34300)
      (1262, 1464, 0.76651)
      (1262, 1649, 0.65854)
      (1262, 1650, 0.32830)
      (1262, 1754, 0.65336)
      (1262, 1817, 0.65046)
      (1262, 1883, 0.46951)
      (1262, 1997, 0.56755)
      (1262, 1999, 0.59504)
      (1263, 36, 0.47618)
      (1263, 215, 0.15336)
      (1263, 272, 0.81848)
      (1263, 361, 0.07850)
      (1263, 488, 0.77462)
      (1263, 628, 0.85105)
      (1263, 654, 0.45463)
      (1263, 761, 0.65148)
      (1263, 842, 0.73731)
      (1263, 859, 0.85252)
      (1263, 862, 0.08188)
      (1263, 889, 0.63422)
      (1263, 925, 0.80297)
      (1263, 1046, 0.00779)
      (1263, 1189, 0.50237)
      (1263, 1342, 0.90257)
      (1263, 1431, 0.82566)
      (1263, 1652, 0.48993)
      (1263, 1671, 0.37267)
      (1263, 1715, 0.26679)
      (1263, 1800, 0.15016)
      (1263, 1859, 0.09759)
      (1263, 1919, 0.90535)
      (1264, 140, 0.04657)
      (1264, 190, 0.93585)
      (1264, 358, 0.54954)
      (1264, 524, 0.91155)
      (1264, 572, 0.84339)
      (1264, 1054, 0.59020)
      (1264, 1079, 0.50251)
      (1264, 1325, 0.26735)
      (1264, 1448, 0.51258)
      (1264, 1487, 0.61595)
      (1264, 1695, 0.31232)
      (1264, 1702, 0.45561)
      (1264, 1842, 0.14177)
      (1264, 1846, 0.77900)
      (1264, 1929, 0.96987)
      (1265, 176, 0.37375)
      (1265, 234, 0.74827)
      (1265, 274, 0.26321)
      (1265, 334, 0.30413)
      (1265, 657, 0.64177)
      (1265, 1009, 0.93212)
      (1265, 1089, 0.74211)
      (1265, 1125, 0.80461)
      (1265, 1523, 0.71998)
      (1265, 1648, 0.17179)
      (1265, 1782, 0.41884)
      (1265, 1783, 0.17029)
      (1265, 1809, 0.83336)
      (1265, 1854, 0.53882)
      (1265, 1929, 0.65797)
      (1265, 1945, 0.59726)
      (1265, 1985, 0.91433)
      (1266, 155, 0.76310)
      (1266, 164, 0.58902)
      (1266, 168, 0.75127)
      (1266, 194, 0.42313)
      (1266, 296, 0.28426)
      (1266, 301, 0.12848)
      (1266, 367, 0.99369)
      (1266, 370, 0.26139)
      (1266, 371, 0.26213)
      (1266, 484, 0.98462)
      (1266, 594, 0.13430)
      (1266, 645, 0.18983)
      (1266, 672, 0.99085)
      (1266, 681, 0.51716)
      (1266, 723, 0.76030)
      (1266, 737, 0.79608)
      (1266, 792, 0.20475)
      (1266, 919, 0.07715)
      (1266, 955, 0.02671)
      (1266, 1091, 0.51537)
      (1266, 1177, 0.72789)
      (1266, 1255, 0.04113)
      (1266, 1496, 0.84060)
      (1266, 1512, 0.19965)
      (1266, 1574, 0.44313)
      (1266, 1619, 0.56004)
      (1266, 1739, 0.09940)
      (1266, 1784, 0.05275)
      (1267, 202, 0.31435)
      (1267, 377, 0.74551)
      (1267, 540, 0.92324)
      (1267, 631, 0.69345)
      (1267, 683, 0.94662)
      (1267, 846, 0.07903)
      (1267, 1177, 0.58590)
      (1267, 1201, 0.16000)
      (1267, 1315, 0.78210)
      (1267, 1317, 0.70215)
      (1267, 1359, 0.29191)
      (1267, 1372, 0.36979)
      (1267, 1451, 0.49252)
      (1267, 1468, 0.95382)
      (1267, 1534, 0.14020)
      (1267, 1618, 0.41162)
      (1267, 1621, 0.80188)
      (1267, 1639, 0.07425)
      (1267, 1780, 0.11511)
      (1267, 1897, 0.54963)
      (1268, 165, 0.17897)
      (1268, 169, 0.58327)
      (1268, 216, 0.42378)
      (1268, 221, 0.36095)
      (1268, 244, 0.48311)
      (1268, 255, 0.08627)
      (1268, 259, 0.71454)
      (1268, 405, 0.30106)
      (1268, 672, 0.80049)
      (1268, 675, 0.04520)
      (1268, 769, 0.18474)
      (1268, 949, 0.89944)
      (1268, 1007, 0.75912)
      (1268, 1096, 0.44118)
      (1268, 1148, 0.36478)
      (1268, 1332, 0.02629)
      (1268, 1451, 0.35345)
      (1268, 1501, 0.95931)
      (1268, 1526, 0.34293)
      (1268, 1532, 0.25934)
      (1268, 1571, 0.77459)
      (1268, 1622, 0.27253)
      (1268, 1681, 0.82977)
      (1268, 1855, 0.73272)
      (1269, 15, 0.32642)
      (1269, 142, 0.43845)
      (1269, 158, 0.36674)
      (1269, 215, 0.79329)
      (1269, 371, 0.78072)
      (1269, 374, 0.51689)
      (1269, 411, 0.12253)
      (1269, 907, 0.85604)
      (1269, 965, 0.35805)
      (1269, 966, 0.77111)
      (1269, 1126, 0.08116)
      (1269, 1368, 0.63483)
      (1269, 1462, 0.46374)
      (1269, 1476, 0.35799)
      (1269, 1574, 0.72955)
      (1269, 1590, 0.22059)
      (1269, 1610, 0.52178)
      (1270, 33, 0.40371)
      (1270, 35, 0.83961)
      (1270, 51, 0.32411)
      (1270, 103, 0.16708)
      (1270, 356, 0.93434)
      (1270, 382, 0.94686)
      (1270, 427, 0.34589)
      (1270, 699, 0.11276)
      (1270, 861, 0.54746)
      (1270, 929, 0.16759)
      (1270, 997, 0.30902)
      (1270, 1124, 0.30869)
      (1270, 1154, 0.02746)
      (1270, 1230, 0.85689)
      (1270, 1236, 0.19444)
      (1270, 1255, 0.92782)
      (1270, 1416, 0.02778)
      (1270, 1552, 0.73248)
      (1270, 1753, 0.62835)
      (1271, 65, 0.36365)
      (1271, 358, 0.40955)
      (1271, 407, 0.28641)
      (1271, 750, 0.45325)
      (1271, 760, 0.96069)
      (1271, 977, 0.30126)
      (1271, 982, 0.40375)
      (1271, 1097, 0.63468)
      (1271, 1328, 0.80203)
      (1271, 1340, 0.04614)
      (1271, 1523, 0.26802)
      (1271, 1527, 0.76023)
      (1271, 1539, 0.88429)
      (1271, 1964, 0.97086)
      (1272, 98, 0.50827)
      (1272, 121, 0.97825)
      (1272, 360, 0.76007)
      (1272, 375, 0.78511)
      (1272, 474, 0.33546)
      (1272, 483, 0.55881)
      (1272, 566, 0.49298)
      (1272, 584, 0.32726)
      (1272, 775, 0.09450)
      (1272, 798, 0.34834)
      (1272, 856, 0.22120)
      (1272, 879, 0.36058)
      (1272, 898, 0.42808)
      (1272, 976, 0.98900)
      (1272, 1110, 0.08200)
      (1272, 1274, 0.17272)
      (1272, 1544, 0.69860)
      (1272, 1582, 0.09070)
      (1272, 1685, 0.12105)
      (1272, 1737, 0.42399)
      (1272, 1870, 0.20606)
      (1272, 1882, 0.02838)
      (1272, 1886, 0.01752)
      (1273, 98, 0.90173)
      (1273, 288, 0.05175)
      (1273, 411, 0.72356)
      (1273, 785, 0.63504)
      (1273, 891, 0.70948)
      (1273, 944, 0.27092)
      (1273, 1178, 0.81180)
